Current,Ground,Supply_voltage,TEG_voltage,Time
-6.8433e-06,3.31e-07,-0.0023777,-0.00014851,122.69505906105042
-6.7437e-06,7.6e-08,-0.002365,-0.000148573,124.05111694335938
-6.8433e-06,4.72e-07,-0.0023904,-0.000148777,125.39206433296204
-6.8682e-06,7.6e-08,-0.0024031,-0.000148879,126.74479699134827
-6.8433e-06,1.27e-07,-0.0023904,-0.000148816,128.08119177818298
-7.0175e-06,5.1e-07,-0.0024413,-0.000148561,129.42095518112183
-7.0672e-06,4.21e-07,-0.0024158,-0.000148663,130.8085012435913
-6.9677e-06,1.4e-07,-0.0024413,-0.000148637,132.16133904457092
-7.1419e-06,2.04e-07,-0.0024286,-0.000148331,133.50459361076355
-6.8682e-06,6.4e-08,-0.002454,-0.000148688,134.83803367614746
-6.9677e-06,6.4e-08,-0.0024413,-0.000148675,136.17660331726074
-6.9179e-06,3.95e-07,-0.0024413,-0.000148306,137.5307857990265
-6.8682e-06,2.68e-07,-0.002454,-0.000148701,138.85693788528442
-7.0921e-06,8.9e-08,-0.0024158,-0.000148369,140.2119460105896
-7.0672e-06,8.9e-08,-0.002454,-0.000148369,141.56563997268677
-7.0424e-06,1.91e-07,-0.0024158,-0.000148561,142.89687776565552
-6.9179e-06,2.93e-07,-0.0024158,-0.000148867,144.24056816101074
-6.893e-06,8.9e-08,-0.0023777,-0.000148688,145.5911786556244
-6.7686e-06,4.21e-07,-0.0024158,-0.000148573,146.9217119216919
-6.8682e-06,6.4e-08,-0.0024031,-0.000148242,148.2705578804016
-6.6691e-06,6.4e-08,-0.0024158,-0.000148076,149.6122281551361
-6.9428e-06,1.27e-07,-0.0024286,-0.000148331,150.95425844192505
-6.893e-06,3.7e-07,-0.002454,-0.000148637,152.29005599021912
-6.7935e-06,3.8e-08,-0.0024158,-0.000148382,153.63199543952942
-6.8184e-06,2.04e-07,-0.002365,-0.000148102,154.98120093345642
-6.7189e-06,-1.78e-07,-0.0023523,-0.000148459,156.33109784126282
-6.893e-06,3.8e-08,-0.0023904,-0.000148051,157.67910313606262
-6.8184e-06,-2.5e-08,-0.0024158,-0.000148267,159.0256884098053
-6.8682e-06,1.53e-07,-0.0023777,-0.000148331,160.3705608844757
-6.8184e-06,4.59e-07,-0.0024158,-0.000148127,161.70535707473755
-6.7437e-06,2.55e-07,-0.0023904,-0.000148102,163.04752039909363
0.025949831,-1.27e-07,8.9942986,-0.000148293,164.33307027816772
0.025950329,7.78e-07,8.9944003,-0.000147694,165.60068535804749
0.025950329,3.82e-07,8.9944003,-0.000142927,166.87109851837158
0.02595008,-2.5e-08,8.9943876,-0.0001351,168.14247155189514
0.025950578,8.16e-07,8.9944257,-0.00012498,169.41077184677124
0.02595008,6.5e-07,8.9944511,-0.000112335,170.68572878837585
-7.6396e-06,4.46e-07,8.9944257,-9.9117e-05,172.0221893787384
-7.2414e-06,1.4e-07,-0.0025303,-8.4484e-05,173.40028357505798
-6.8682e-06,6.5e-07,-0.0024667,-7.1916e-05,174.74998331069946
-7.0424e-06,2.17e-07,-0.0024286,-6.3886e-05,176.0914227962494
-7.0175e-06,1.02e-07,-0.0024921,-5.8341e-05,177.43251514434814
-7.0921e-06,4.21e-07,-0.0024794,-5.4542e-05,178.77532505989075
-6.9428e-06,7.6e-08,-0.002454,-5.3013e-05,180.10097360610962
-7.0424e-06,1.02e-07,-0.002454,-5.1929e-05,181.45505785942078
-6.8682e-06,2.29e-07,-0.0024286,-5.2299e-05,182.79996752738953
-6.9677e-06,3.06e-07,-0.0024031,-5.3076e-05,184.13560605049133
-6.9926e-06,5.61e-07,-0.0023777,-5.4797e-05,185.4803729057312
-7.0672e-06,2.04e-07,-0.002454,-5.6531e-05,186.81879115104675
-7.0672e-06,-1.02e-07,-0.0024413,-5.9016e-05,188.16594696044922
-7.0424e-06,2.5e-08,-0.0025048,-6.0903e-05,189.51615190505981
-6.9428e-06,2.17e-07,-0.0024413,-6.3427e-05,190.8591194152832
-7.1419e-06,1.3e-08,-0.002454,-6.5797e-05,192.1913275718689
-6.9179e-06,0.0,-0.0024286,-6.8882e-05,193.54511141777039
-6.8682e-06,2.42e-07,-0.0023904,-7.1266e-05,194.9021978378296
-6.8184e-06,-7.6e-08,-0.0023777,-7.4427e-05,196.24024653434753
-6.8433e-06,1.66e-07,-0.0023904,-7.7078e-05,197.60105323791504
-6.893e-06,8.29e-07,-0.0024286,-7.9245e-05,198.94602012634277
-6.9428e-06,6.25e-07,-0.0024286,-8.1998e-05,200.2785964012146
-7.0175e-06,-3.8e-08,-0.0024286,-8.3808e-05,201.63081240653992
-6.8682e-06,-1.15e-07,-0.0024794,-8.6829e-05,202.97089004516602
-7.0424e-06,2.29e-07,-0.0024286,-8.9034e-05,204.33848309516907
-7.0175e-06,2.42e-07,-0.0024413,-9.124e-05,205.68136501312256
-6.8184e-06,4.33e-07,-0.002365,-9.3088e-05,207.02117824554443
-6.7686e-06,2.55e-07,-0.0024158,-9.5153e-05,208.36247205734253
-6.7935e-06,2.8e-07,-0.0024031,-9.6733e-05,209.71726202964783
-6.9179e-06,-1.53e-07,-0.0024031,-9.8747e-05,211.06027793884277
