Time,Current,TEG2,TEG1,Supply_voltage
77.83178234100342,4.833e-07,4.0086e-05,-2.3493e-05,0.000154887
79.31993103027344,7.377e-07,3.9865e-05,-2.3909e-05,0.000155147
80.82808184623718,6.105e-07,4.0034e-05,-2.3909e-05,0.000219077
82.24822402000427,0.0007199268,4.0255e-05,-2.3922e-05,0.24957852
83.67136645317078,0.0007200031,3.9709e-05,-2.3987e-05,0.24960579
85.13451266288757,0.0007197233,3.9605e-05,-2.348e-05,0.24958111
86.55465483665466,0.0007199014,4.0268e-05,-2.3389e-05,0.2495941
87.97979736328125,0.0007198505,4.0099e-05,-2.3636e-05,0.24956813
89.39493870735168,0.0007198759,4.0294e-05,-2.3454e-05,0.24957462
90.81308031082153,0.0007197487,3.9449e-05,-2.3558e-05,0.24956943
92.22122120857239,0.0007199268,4.0216e-05,-2.3792e-05,0.24953696
93.63136219978333,0.0007199777,3.9995e-05,-2.3337e-05,0.2495941
95.05250430107117,0.0007199014,4.0281e-05,-2.3883e-05,0.2495941
96.46164536476135,0.0007199777,4.0177e-05,-2.3831e-05,0.24957852
97.87678670883179,0.0007197233,4.019e-05,-2.3415e-05,0.24957202
99.29992914199829,0.0007201049,4.0112e-05,-2.3545e-05,0.24961099
100.71207022666931,0.0007200285,4.0112e-05,-2.3168e-05,0.24960709
102.13521265983582,0.0007199522,3.9722e-05,-2.3727e-05,0.2495993
103.54235315322876,0.0007199014,4.0281e-05,-2.335e-05,0.24960969
104.95549440383911,0.0007199777,4.0073e-05,-2.3584e-05,0.2495954
106.39263820648193,0.0007197996,3.9826e-05,-2.3753e-05,0.249598
107.80477952957153,0.0007201049,3.9826e-05,-2.3506e-05,0.24960969
109.2319221496582,0.0007199777,4.0112e-05,-2.3311e-05,0.2496006
110.64206314086914,0.000720054,4.0632e-05,-2.3467e-05,0.24962787
112.0582046508789,0.0007197996,4.0424e-05,-2.3701e-05,0.2495993
113.46634554862976,0.000720054,4.0255e-05,-2.3844e-05,0.24957982
114.87548637390137,0.0007200031,3.9917e-05,-2.3753e-05,0.2495941
116.29462838172913,0.0007199777,3.9722e-05,-2.374e-05,0.24957722
117.7027690410614,0.000720054,3.9748e-05,-2.309e-05,0.24957592
119.11291003227234,0.0007198505,4.019e-05,-2.3389e-05,0.249598
120.53505229949951,0.0007200794,4.0229e-05,-2.3038e-05,0.24961878
121.94819355010986,0.0007201303,3.9865e-05,-2.3285e-05,0.24962917
123.36333513259888,0.0007200794,4.0203e-05,-2.3467e-05,0.24957982
124.78547739982605,0.0007201049,3.9748e-05,-2.3194e-05,0.24963307
126.20061874389648,0.0007199268,4.0541e-05,-2.348e-05,0.24961358
127.61676025390625,0.0007200031,3.9735e-05,-2.3662e-05,0.24961488
129.035902261734,0.0007200031,3.9891e-05,-2.3415e-05,0.24962138
130.44704341888428,0.0007199268,4.019e-05,-2.3636e-05,0.24965385
131.86118483543396,0.0007199014,3.9969e-05,-2.3103e-05,0.24961618
133.28432726860046,0.0007199014,4.0424e-05,-2.3415e-05,0.24955514
134.70346903800964,0.0007199014,4.0151e-05,-2.3064e-05,0.24954475
136.12861156463623,0.0007200031,3.9878e-05,-2.3506e-05,0.24953825
137.54575324058533,0.0007199522,4.019e-05,-2.3155e-05,0.24954475
138.96589517593384,0.000720054,4.0099e-05,-2.3259e-05,0.249598
140.37203574180603,0.0007198759,4.0229e-05,-2.3285e-05,0.24956943
141.79017758369446,0.0007198759,4.0073e-05,-2.3207e-05,0.24954735
143.2463231086731,0.0007200031,3.9865e-05,-2.3116e-05,0.24958241
144.66046452522278,0.0007196216,4.0411e-05,-2.3181e-05,0.24957462
146.06660532951355,0.000720054,3.9774e-05,-2.3207e-05,0.24955124
147.47574615478516,0.0007200031,4.006e-05,-2.3337e-05,0.24955774
148.899888753891,0.0007199014,4.0229e-05,-2.3155e-05,0.24958761
150.3330318927765,0.0007197487,3.9943e-05,-2.2908e-05,0.24959151
151.75717425346375,0.0007198759,4.0242e-05,-2.3038e-05,0.24957852
153.18231678009033,0.0007199522,4.0216e-05,-2.3675e-05,0.2496006
154.60845923423767,0.0007200285,4.0333e-05,-2.3532e-05,0.24957592
156.02060055732727,0.0007201049,4.0411e-05,-2.348e-05,0.24962008
157.44474291801453,0.0007199014,4.0216e-05,-2.3129e-05,0.24963437
158.8608844280243,0.0007200031,4.0086e-05,-2.3116e-05,0.24964735
160.2840268611908,0.000720054,4.0294e-05,-2.2999e-05,0.24961099
161.69916820526123,0.0007200794,4.0164e-05,-2.296e-05,0.24961618
163.115309715271,0.0007199522,4.0255e-05,-2.3181e-05,0.24962398
164.52645087242126,0.0007199268,4.0437e-05,-2.3298e-05,0.24958241
165.94859313964844,0.0007200285,4.0047e-05,-2.3129e-05,0.24960839
167.3677351474762,0.0007199268,3.9943e-05,-2.2713e-05,0.24958761
168.78687691688538,0.0007199522,4.019e-05,-2.348e-05,0.24961358
170.20601892471313,0.0007201049,4.0749e-05,-2.3077e-05,0.24963177
171.61115956306458,0.000720054,4.0112e-05,-2.3337e-05,0.24958241
173.02030038833618,0.0007198251,3.9852e-05,-2.3051e-05,0.24958891
174.43344163894653,0.0007198251,4.006e-05,-2.2817e-05,0.24957202
175.86058449745178,0.0007200031,3.9917e-05,-2.3168e-05,0.24957982
177.27572584152222,0.000720054,4.0073e-05,-2.2999e-05,0.24959021
178.70386862754822,0.0007200031,4.0307e-05,-2.3168e-05,0.24963307
180.12201046943665,0.0007199014,4.0073e-05,-2.3129e-05,0.24956553
181.54515266418457,0.0007200031,3.9826e-05,-2.3285e-05,0.2496006
182.9552936553955,0.0007199268,4.0177e-05,-2.2791e-05,0.2495967
184.37243556976318,0.0007198759,4.0385e-05,-2.2765e-05,0.24964216
185.78457641601562,0.0007199777,4.0437e-05,-2.3714e-05,0.24963566
187.1987180709839,0.0007198505,3.9891e-05,-2.3012e-05,0.2495993
188.6138596534729,0.0007199014,4.0073e-05,-2.3142e-05,0.24957072
190.02600073814392,0.0007200285,3.9904e-05,-2.309e-05,0.24957982
191.44614267349243,0.0007200031,4.0255e-05,-2.2986e-05,0.249598
192.8622841835022,0.0007198505,4.0242e-05,-2.2752e-05,0.24961748
194.27842593193054,0.000720054,4.032e-05,-2.283e-05,0.24959151
195.68456649780273,0.0007199777,4.0255e-05,-2.3103e-05,0.24963047
197.09670782089233,0.000720054,3.9995e-05,-2.2869e-05,0.24958891
198.51684975624084,0.0007198505,4.019e-05,-2.3415e-05,0.24956423
199.92499041557312,0.0007198251,4.0216e-05,-2.3259e-05,0.24957072
201.32513046264648,0.0007199268,4.0463e-05,-2.3454e-05,0.24958891
202.74527263641357,0.0007199777,3.9969e-05,-2.3194e-05,0.24953176
204.15941405296326,0.0007199014,4.0489e-05,-2.3194e-05,0.24955124
205.57355523109436,0.0007198759,3.9891e-05,-2.2648e-05,0.24957332
206.99269723892212,0.0007201303,4.0684e-05,-2.2999e-05,0.24955644
208.40683841705322,0.0007199777,3.98e-05,-2.296e-05,0.24956813
209.83698153495789,0.0007199014,4.0073e-05,-2.2284e-05,0.24956033
211.25112295150757,0.0007199522,4.0086e-05,-2.3168e-05,0.24956813
212.6752655506134,0.0007199014,4.0073e-05,-2.3051e-05,0.24959021
214.08740663528442,0.0007198251,4.0112e-05,-2.2817e-05,0.24951358
215.5085484981537,0.0007199777,4.0463e-05,-2.2661e-05,0.24954605
216.9296908378601,0.0007198505,4.0281e-05,-2.3194e-05,0.24957852
218.37283515930176,0.0007197233,4.0242e-05,-2.3194e-05,0.24952657
219.78897666931152,0.0007197487,4.0463e-05,-2.2557e-05,0.24957072
221.22412037849426,0.0007199777,4.0476e-05,-2.3025e-05,0.24955644
222.6472625732422,0.0007199014,4.0372e-05,-2.2583e-05,0.24954864
224.0704047679901,0.0007197742,4.0606e-05,-2.2947e-05,0.24954605
225.48454642295837,0.0007198759,4.0255e-05,-2.2609e-05,0.24955904
226.9046881198883,0.0007197996,4.0502e-05,-2.2986e-05,0.24956293
228.3168294429779,0.0007198251,4.019e-05,-2.2778e-05,0.24956033
229.7309708595276,0.0007197996,4.0268e-05,-2.2648e-05,0.24952007
231.17211484909058,0.0007197996,4.0502e-05,-2.2648e-05,0.24955514
232.5842559337616,0.0007197996,4.0515e-05,-2.3311e-05,0.24952527
234.0043981075287,0.0007197487,4.0255e-05,-2.2648e-05,0.24950968
235.42854046821594,0.0007196724,3.9982e-05,-2.2752e-05,0.24952916
236.84868240356445,0.0007199522,4.0138e-05,-2.2934e-05,0.24952657
238.25782346725464,0.0007196979,4.058e-05,-2.296e-05,0.24950968
239.670964717865,0.0007196979,4.0138e-05,-2.2726e-05,0.24950189
241.09210681915283,0.0007200031,4.0346e-05,-2.2921e-05,0.24953306
242.51024866104126,0.0007200031,4.0372e-05,-2.2921e-05,0.24957332
243.94539213180542,0.0007197996,4.0307e-05,-2.2583e-05,0.24953306
245.36053347587585,0.0007197996,4.0437e-05,-2.2674e-05,0.24951488
246.7796757221222,0.0007199014,4.006e-05,-2.2986e-05,0.24953955
248.1968171596527,0.0007198505,4.006e-05,-2.2765e-05,0.24954605
249.61195874214172,0.0007197487,4.0762e-05,-2.2973e-05,0.24950968
251.03610110282898,0.0007197742,4.0164e-05,-2.2921e-05,0.24952657
252.47824549674988,0.0007198505,4.0294e-05,-2.2791e-05,0.24952007
253.88438606262207,0.0007199268,4.0515e-05,-2.2791e-05,0.24952397
255.2965271472931,0.0007199014,4.0229e-05,-2.2947e-05,0.24954475
256.73167061805725,0.0007197742,4.0489e-05,-2.2661e-05,0.24955384
258.14381194114685,0.0007196724,4.0372e-05,-2.2479e-05,0.24950838
259.5649538040161,0.0007197233,4.0307e-05,-2.27e-05,0.24948241
260.9720947742462,0.0007197233,4.0619e-05,-2.2687e-05,0.24952397
262.38923621177673,0.0007197742,4.0476e-05,-2.2635e-05,0.24953436
263.79637718200684,0.0007197742,3.9969e-05,-2.2934e-05,0.24951877
265.2175190448761,0.0007196979,4.006e-05,-2.2882e-05,0.24952007
266.6506624221802,0.0007196979,4.032e-05,-2.2596e-05,0.24949929
268.0578029155731,0.0007195453,4.0762e-05,-2.2531e-05,0.24949539
269.4859459400177,0.0007196216,4.0203e-05,-2.2583e-05,0.24953825
270.9000873565674,0.0007198759,4.0034e-05,-2.2375e-05,0.24951618
272.3182291984558,0.0007197996,4.0307e-05,-2.2596e-05,0.24952916
273.72837018966675,0.0007198759,4.0073e-05,-2.2609e-05,0.24954215
275.1385111808777,0.0007197996,4.0216e-05,-2.2986e-05,0.24954345
276.5606532096863,0.0007198505,4.0216e-05,-2.2531e-05,0.24954345
277.9787950515747,0.0007196979,4.0281e-05,-2.2596e-05,0.24956943
279.4009373188019,0.0007200285,4.045e-05,-2.257e-05,0.24957722
280.8210792541504,0.0007200285,3.9917e-05,-2.2583e-05,0.24956943
282.24022126197815,0.0007200031,4.0242e-05,-2.2596e-05,0.24954864
283.6583631038666,0.0007199777,4.0567e-05,-2.2168e-05,0.24955254
285.0955066680908,0.0007198251,4.0645e-05,-2.2544e-05,0.24952786
286.5126483440399,0.0007199014,4.0268e-05,-2.2583e-05,0.24951488
287.9377908706665,0.0007197233,4.0658e-05,-2.2817e-05,0.24956033
289.35893297195435,0.0007198251,4.019e-05,-2.2453e-05,0.24952916
290.77607464790344,0.0007198251,4.0359e-05,-2.2739e-05,0.24952916
292.19421648979187,0.0007199014,4.0593e-05,-2.2531e-05,0.24955124
293.6123583316803,0.0007198505,4.0398e-05,-2.2453e-05,0.24956943
295.04150128364563,0.0007197233,4.0437e-05,-2.2168e-05,0.24957982
296.47564458847046,0.0007197996,4.0268e-05,-2.2427e-05,0.24948371
297.8857855796814,0.0007199522,4.0424e-05,-2.2297e-05,0.24954215
299.30792784690857,0.0007197487,4.0476e-05,-2.2401e-05,0.24954994
300.7260694503784,0.0007198251,4.0775e-05,-2.2791e-05,0.24954345
302.1402108669281,0.0007197742,4.0125e-05,-2.2388e-05,0.24958501
303.5473518371582,0.0007198251,3.9878e-05,-2.2609e-05,0.24952657
304.9594929218292,0.0007199777,3.9982e-05,-2.2635e-05,0.24954994
306.39363646507263,0.0007199522,4.0268e-05,-2.2622e-05,0.24953696
307.86778378486633,0.0007197996,4.045e-05,-2.2518e-05,0.24955644
309.27692461013794,0.0007200031,4.0593e-05,-2.2466e-05,0.24954475
310.7040672302246,0.0007199268,4.0034e-05,-2.2531e-05,0.24954475
312.1242094039917,0.0007199014,4.0255e-05,-2.2804e-05,0.24950708
313.5463516712189,0.0007196979,4.0632e-05,-2.2414e-05,0.24954605
314.96849393844604,0.0007198505,4.0437e-05,-2.2271e-05,0.24953436
316.3896358013153,0.0007197233,4.0528e-05,-2.2622e-05,0.24953696
317.806777715683,0.0007197487,4.058e-05,-2.2207e-05,0.24953436
319.21691846847534,0.0007197742,4.0528e-05,-2.257e-05,0.24951228
320.65306210517883,0.0007198251,4.0385e-05,-2.2492e-05,0.24955124
322.0582027435303,0.0007197487,4.0021e-05,-2.2116e-05,0.2495954
323.48034477233887,0.000719647,4.0229e-05,-2.2674e-05,0.24956293
324.9014868736267,0.0007197742,4.0177e-05,-2.2232e-05,0.24952527
326.31462812423706,0.0007197233,4.0437e-05,-2.2505e-05,0.249485
327.73677039146423,0.0007196724,4.045e-05,-2.2622e-05,0.24951098
329.1639132499695,0.0007196979,4.0307e-05,-2.3012e-05,0.24953566
330.60505723953247,0.0007196724,4.0333e-05,-2.2155e-05,0.24954994
332.0131981372833,0.0007194944,4.0463e-05,-2.283e-05,0.2494928
333.4343400001526,0.0007198505,4.0489e-05,-2.2375e-05,0.24952657
334.84248089790344,0.0007197233,4.0151e-05,-2.2609e-05,0.24952527
336.26762342453003,0.0007198759,4.0125e-05,-2.2297e-05,0.24949929
337.7027668952942,0.0007195961,4.0606e-05,-2.2453e-05,0.24952786
339.1149082183838,0.0007197233,4.0359e-05,-2.244e-05,0.24953436
340.5380504131317,0.0007197742,4.0424e-05,-2.2648e-05,0.24955124
341.94819140434265,0.0007198251,4.0346e-05,-2.2375e-05,0.24951747
343.36233282089233,0.0007197996,4.0229e-05,-2.2583e-05,0.24950449
344.77747440338135,0.0007196724,4.0138e-05,-2.2388e-05,0.24947591
346.1936159133911,0.0007196979,4.0528e-05,-2.2232e-05,0.24952267
347.60375690460205,0.0007197233,4.0411e-05,-2.209e-05,0.24954735
349.0278995037079,0.0007198759,4.0489e-05,-2.244e-05,0.24954864
350.44204092025757,0.0007196216,4.0333e-05,-2.2181e-05,0.24953566
351.8651828765869,0.0007197233,4.0489e-05,-2.2453e-05,0.24949799
353.2833249568939,0.0007197742,4.0164e-05,-2.2051e-05,0.24952916
354.68246483802795,0.0007197233,4.0606e-05,-2.2051e-05,0.24954085
356.10460686683655,0.0007199014,4.0294e-05,-2.2401e-05,0.24952267
357.5187485218048,0.0007197996,4.006e-05,-2.2635e-05,0.24957982
358.937890291214,0.0007197487,4.0515e-05,-2.1947e-05,0.24954864
360.3640327453613,0.0007196724,4.058e-05,-2.1817e-05,0.24952007
361.778174161911,0.000719647,4.0437e-05,-2.2207e-05,0.24952527
363.20431685447693,0.0007195961,4.0645e-05,-2.2596e-05,0.24951228
364.6154580116272,0.0007200285,4.0047e-05,-2.2544e-05,0.24952527
366.049601316452,0.0007196979,4.0762e-05,-2.2271e-05,0.24953046
367.4617426395416,0.0007197996,4.0229e-05,-2.2271e-05,0.24949539
368.8968861103058,0.0007196979,4.0424e-05,-2.2194e-05,0.24953046
370.31602787971497,0.0007198505,4.0567e-05,-2.2284e-05,0.24952657
371.74417066574097,0.0007196724,4.0528e-05,-2.2025e-05,0.24952007
373.156311750412,0.0007197742,4.0723e-05,-2.1895e-05,0.24951877
374.58945512771606,0.0007199014,4.0359e-05,-2.1921e-05,0.24955384
376.0165979862213,0.0007196979,4.0515e-05,-2.2245e-05,0.24952267
377.4417405128479,0.0007198505,4.1022e-05,-2.2051e-05,0.24952916
378.86288261413574,0.0007198251,4.0684e-05,-2.2388e-05,0.24947591
380.29102540016174,0.0007197487,4.0593e-05,-2.2323e-05,0.24951618
381.7131676673889,0.0007196979,4.0437e-05,-2.2116e-05,0.24946163
383.1353099346161,0.0007197487,4.0164e-05,-2.2155e-05,0.24952657
384.5614523887634,0.0007198505,4.0242e-05,-2.2129e-05,0.24953176
385.98459458351135,0.0007197233,4.0281e-05,-2.1895e-05,0.24953436
387.39973616600037,0.0007197233,4.0216e-05,-2.2194e-05,0.24947851
388.81887793540955,0.0007199777,4.0983e-05,-2.2544e-05,0.24950449
390.2350194454193,0.0007197487,4.0346e-05,-2.1687e-05,0.24954605
391.6501612663269,0.0007199014,4.0255e-05,-2.2388e-05,0.24950708
393.0753037929535,0.0007196724,4.0268e-05,-2.2116e-05,0.24953955
394.4974458217621,0.0007197233,4.0268e-05,-2.2077e-05,0.2494915
395.9175877571106,0.0007196724,4.0281e-05,-2.2168e-05,0.24950838
397.3347294330597,0.0007199268,4.0372e-05,-2.183e-05,0.24949799
398.75387144088745,0.0007196979,4.0593e-05,-2.2168e-05,0.24953176
400.16301226615906,0.0007197996,4.0515e-05,-2.2194e-05,0.24955254
401.5791540145874,0.0007196724,4.0749e-05,-2.2557e-05,0.24950708
403.0072968006134,0.0007197996,4.0541e-05,-2.2155e-05,0.2494941
404.4054365158081,0.0007198505,4.0567e-05,-2.1869e-05,0.24951358
405.8255784511566,0.0007197233,4.0437e-05,-2.183e-05,0.24951618
407.2507209777832,0.0007196724,4.0034e-05,-2.1947e-05,0.24951877
408.6628623008728,0.0007197742,4.0619e-05,-2.2492e-05,0.24951488
410.10300612449646,0.0007197996,4.0541e-05,-2.1986e-05,0.24956683
411.5111470222473,0.0007198505,4.0125e-05,-2.2245e-05,0.24945773
412.95129108428955,0.0007196979,4.0658e-05,-2.1947e-05,0.24954215
414.36043190956116,0.0007197233,4.0385e-05,-2.2207e-05,0.2494876
415.78557443618774,0.0007196979,4.0411e-05,-2.2142e-05,0.24950578
417.206716299057,0.0007196724,4.0177e-05,-2.2064e-05,0.24951488
418.6348593235016,0.0007196216,4.0554e-05,-2.2025e-05,0.24947202
420.0440001487732,0.0007198759,4.0346e-05,-2.1856e-05,0.24952397
421.4621419906616,0.0007197996,4.0164e-05,-2.222e-05,0.24951358
422.8712830543518,0.0007196724,3.9917e-05,-2.1934e-05,0.2494863
424.28442430496216,0.0007198251,4.0372e-05,-2.2492e-05,0.24952657
425.70856642723083,0.000719647,4.0567e-05,-2.209e-05,0.24950189
427.1257083415985,0.0007197233,4.058e-05,-2.2168e-05,0.24951618
428.5508508682251,0.0007197742,4.0567e-05,-2.1895e-05,0.24953176
429.96099185943604,0.0007197742,4.0476e-05,-2.1921e-05,0.2494876
431.39813566207886,0.0007198759,4.0164e-05,-2.209e-05,0.24954085
432.81227707862854,0.0007197742,4.0242e-05,-2.1765e-05,0.24953436
434.2334189414978,0.0007198251,4.0476e-05,-2.2142e-05,0.24951488
435.65256094932556,0.0007196724,4.0359e-05,-2.1986e-05,0.24951488
437.08270382881165,0.0007196979,4.0463e-05,-2.1817e-05,0.24950708
438.5318486690521,0.0007198505,4.0372e-05,-2.1986e-05,0.24952786
439.94999074935913,0.0007198251,4.0671e-05,-2.2116e-05,0.24955124
441.3601315021515,0.0007200031,4.058e-05,-2.1973e-05,0.24953306
442.7862741947174,0.0007198251,4.0684e-05,-2.2142e-05,0.24955904
444.195415019989,0.0007198505,4.0723e-05,-2.1622e-05,0.24955514
445.61655735969543,0.0007197996,4.0866e-05,-2.2051e-05,0.24954864
447.0246980190277,0.0007198251,4.0593e-05,-2.1921e-05,0.24954735
448.44083976745605,0.0007197996,4.0892e-05,-2.1869e-05,0.24955124
449.8669822216034,0.0007198759,4.0242e-05,-2.183e-05,0.24956293
451.29212474823,0.0007197996,4.0112e-05,-2.1726e-05,0.2495928
452.71926736831665,0.0007196979,4.0502e-05,-2.1882e-05,0.24956293
454.13640904426575,0.000720054,4.0424e-05,-2.2116e-05,0.24956293
455.5575511455536,0.0007198505,4.0775e-05,-2.1856e-05,0.24955774
456.9816937446594,0.0007196724,4.0372e-05,-2.1453e-05,0.24953306
458.4218375682831,0.0007200031,4.0177e-05,-2.1947e-05,0.2496006
459.8399794101715,0.0007195961,4.0424e-05,-2.1973e-05,0.24955384
461.27712297439575,0.0007199522,4.0515e-05,-2.1999e-05,0.24953436
462.68926429748535,0.0007199268,4.0567e-05,-2.1947e-05,0.24955774
464.11440682411194,0.0007199522,4.0697e-05,-2.2258e-05,0.24955254
465.5335488319397,0.0007199014,4.0489e-05,-2.2103e-05,0.24957722
466.95769119262695,0.0007199014,4.058e-05,-2.2051e-05,0.24955384
468.37483286857605,0.0007200285,4.0619e-05,-2.1765e-05,0.24953955
469.7929747104645,0.0007198251,4.019e-05,-2.1895e-05,0.24956033
471.20311546325684,0.0007199014,4.0437e-05,-2.1791e-05,0.24952527
472.61625695228577,0.0007198251,4.071e-05,-2.1999e-05,0.24956683
474.04339957237244,0.0007199522,4.0554e-05,-2.1869e-05,0.24956813
475.4695420265198,0.0007199014,4.0307e-05,-2.1531e-05,0.24954994
476.88968420028687,0.0007198759,4.0359e-05,-2.2297e-05,0.24957072
478.2968249320984,0.0007197742,4.0619e-05,-2.1856e-05,0.24957592
479.72396779060364,0.0007198759,4.0619e-05,-2.1856e-05,0.24954605
481.1311082839966,0.0007199522,4.058e-05,-2.1817e-05,0.24953955
482.5432493686676,0.000719647,4.0437e-05,-2.1388e-05,0.24955904
483.9693920612335,0.0007198759,4.0632e-05,-2.1908e-05,0.24953825
485.37953305244446,0.0007198251,4.0099e-05,-2.1713e-05,0.24954345
486.8006753921509,0.0007197742,4.0281e-05,-2.2051e-05,0.24951618
488.2288179397583,0.0007198251,4.0593e-05,-2.1544e-05,0.2495941
489.6499602794647,0.0007198759,4.0736e-05,-2.1843e-05,0.24955124
491.06510162353516,0.0007198505,4.0398e-05,-2.1635e-05,0.24954735
492.4812431335449,0.0007196979,4.0307e-05,-2.1726e-05,0.24955514
493.8953845500946,0.0007198759,4.0151e-05,-2.1973e-05,0.24954475
495.3225271701813,0.0007201049,4.0814e-05,-2.1869e-05,0.24955254
496.73066806793213,0.0007196979,4.0489e-05,-2.1648e-05,0.24953176
498.14380955696106,0.0007197996,4.019e-05,-2.1687e-05,0.24955254
499.5729522705078,0.0007197487,4.0229e-05,-2.1765e-05,0.24956943
500.9890937805176,0.0007196216,4.0229e-05,-2.1895e-05,0.24952657
502.4152367115021,0.0007196724,4.019e-05,-2.1531e-05,0.24951098
503.82937812805176,0.0007196216,4.0203e-05,-2.1544e-05,0.24954475
505.24851989746094,0.0007195707,4.019e-05,-2.1674e-05,0.24953825
506.6616611480713,0.0007198505,4.0476e-05,-2.1843e-05,0.24955644
508.0738022327423,0.0007198251,4.071e-05,-2.1245e-05,0.24951618
509.5069456100464,0.000719647,4.0424e-05,-2.157e-05,0.24951358
510.9200870990753,0.0007198251,4.0398e-05,-2.1739e-05,0.24953046
512.3432292938232,0.0007197742,4.0424e-05,-2.1947e-05,0.24953306
513.7723722457886,0.0007197996,3.9813e-05,-2.2012e-05,0.24951358
515.1935143470764,0.0007199268,4.0333e-05,-2.1596e-05,0.24954605
516.6076557636261,0.0007197996,4.0645e-05,-2.1804e-05,0.24951618
518.0197968482971,0.0007198505,4.045e-05,-2.1609e-05,0.24952527
519.442939043045,0.0007197996,4.0424e-05,-2.1466e-05,0.24955384
520.8610808849335,0.0007198759,4.0372e-05,-2.1479e-05,0.24956423
522.281222820282,0.0007197996,4.058e-05,-2.1102e-05,0.24953955
523.6973645687103,0.0007198251,4.0554e-05,-2.1726e-05,0.24954215
525.1375086307526,0.0007197487,4.0177e-05,-2.1427e-05,0.24952916
526.5496497154236,0.0007199268,4.0762e-05,-2.183e-05,0.24951618
527.9737920761108,0.0007199522,4.0385e-05,-2.1726e-05,0.24951228
