Current,Supply_voltage,TEG1,TEG2,Time
-7.8387e-06,-0.002641464,0.000880542,-0.000967001,1.5177640914916992
-7.6645e-06,-0.002673967,0.000883078,-0.000967371,3.0819671154022217
-7.3659e-06,-0.00266632,0.000882862,-0.000965281,4.564622163772583
-7.6396e-06,-0.002612402,0.000888228,-0.000964516,6.067307472229004
-7.5649e-06,-0.002685822,0.000888088,-0.000966122,7.570276737213135
-7.6894e-06,-0.002647837,0.000886737,-0.00096755,9.07487964630127
-7.6396e-06,-0.002684037,0.000886138,-0.000969296,10.572191953659058
-7.6894e-06,-0.002672055,0.000885169,-0.000971348,12.05484938621521
-7.6396e-06,-0.002668741,0.000885258,-0.000972572,13.53932499885559
-7.6396e-06,-0.002687989,0.000885373,-0.000973859,15.024437665939331
-7.7391e-06,-0.002677791,0.000885029,-0.000974981,16.51003074645996
-7.6894e-06,-0.002675242,0.000885475,-0.000975771,17.993406295776367
-7.4654e-06,-0.002709275,0.000885233,-0.000976498,19.49110746383667
-7.7142e-06,-0.002693979,0.000884697,-0.000976995,20.996498584747314
-7.7391e-06,-0.002717943,0.000882097,-0.000978155,22.486660718917847
-7.6396e-06,-0.002665045,0.000881549,-0.000976689,23.979198217391968
-7.7142e-06,-0.002661476,0.000882339,-0.00097739,25.46514868736267
-7.6645e-06,-0.002703539,0.000883983,-0.000978575,26.950010776519775
-7.9382e-06,-0.002683272,0.000884098,-0.000979085,28.434348344802856
-7.8138e-06,-0.002667212,0.000883282,-0.000979519,29.9339120388031
-7.6645e-06,-0.002724699,0.000881268,-0.000979098,31.438936233520508
-7.9133e-06,-0.002734003,0.000880733,-0.000980067,32.93404269218445
-7.764e-06,-0.002751211,0.000881179,-0.000981303,34.42467713356018
-7.9631e-06,-0.002739994,0.000882326,-0.000982705,35.914058208465576
-7.8138e-06,-0.002666192,0.000883155,-0.000983421,37.39968824386597
-7.764e-06,-0.002716158,0.000883716,-0.000983829,38.88309073448181
-7.9133e-06,-0.00270252,0.000884863,-0.000984428,40.384995222091675
-7.8884e-06,-0.002755545,0.000885092,-0.000985371,41.89384627342224
-7.764e-06,-0.002716923,0.000885398,-0.000985741,43.39195704460144
-7.764e-06,-0.00273617,0.000885143,-0.000984288,44.88636088371277
-7.6894e-06,-0.00274726,0.000885857,-0.000983918,46.37278604507446
-7.8387e-06,-0.002737827,0.000887463,-0.000984453,47.85673809051514
-7.7142e-06,-0.002765742,0.000887769,-0.000985231,49.35241937637329
-7.8635e-06,-0.002713991,0.000887705,-0.000985346,50.868321895599365
-8.1124e-06,-0.002790598,0.000888776,-0.000986378,52.35302519798279
-7.8635e-06,-0.002765105,0.000889898,-0.000987194,53.837363481521606
-7.9382e-06,-0.002755418,0.000889617,-0.000988048,55.35635185241699
-7.7391e-06,-0.002692067,0.000889439,-0.00098662,56.85679054260254
-7.8138e-06,-0.002768037,0.000889018,-0.000986799,58.349905014038086
-7.9382e-06,-0.002721002,0.000891032,-0.00098518,59.84862160682678
-7.9631e-06,-0.002759497,0.000893556,-0.000984734,61.359379053115845
-7.6645e-06,-0.002723934,0.000894512,-0.000985817,62.85042405128479
-7.8138e-06,-0.002742671,0.000892116,-0.000984568,64.34509372711182
-7.8884e-06,-0.002731072,0.000892026,-0.000984211,65.82738018035889
-8.0377e-06,-0.002726101,0.000892893,-0.00098467,67.31050395965576
-8.0377e-06,-0.002726356,0.000893824,-0.000986149,68.81238627433777
-7.988e-06,-0.002750574,0.000895392,-0.000988316,70.32040762901306
-7.764e-06,-0.002754525,0.000896755,-0.000989335,71.82005858421326
-7.8138e-06,-0.002807296,0.000898132,-0.000990648,73.30547332763672
-7.7142e-06,-0.002771351,0.000899623,-0.000990597,74.81007981300354
-7.7889e-06,-0.002760389,0.000902351,-0.000990801,76.32926917076111
-7.8884e-06,-0.002734003,0.000903995,-0.000990699,77.82430267333984
-7.8387e-06,-0.002790216,0.000906443,-0.000989909,79.31379842758179
-7.8635e-06,-0.00272967,0.000907118,-0.000990419,80.79830861091614
-7.9631e-06,-0.002756055,0.000906226,-0.000991069,82.28351306915283
-8.0377e-06,-0.002731327,0.000906354,-0.000989858,83.77947664260864
-8.1124e-06,-0.002806276,0.00090657,-0.000988622,85.28711318969727
-8.1373e-06,-0.002814052,0.00090861,-0.000988456,86.77961254119873
-7.9382e-06,-0.002789833,0.000909069,-0.000987296,88.27160882949829
-7.9382e-06,-0.002775047,0.000909782,-0.000985588,89.77223682403564
-7.9133e-06,-0.002786264,0.000911605,-0.000985205,91.28099703788757
-8.0626e-06,-0.002752868,0.000911936,-0.000986659,92.77498888969421
-8.2617e-06,-0.00277492,0.000909069,-0.000988201,94.2600245475769
0.0028728865,0.99585534,0.000907577,-0.000989947,95.65114235877991
0.002872787,0.99588596,0.000908113,-0.000992407,97.03392958641052
0.0028729114,0.99588978,0.000909744,-0.000993236,98.41763067245483
0.0028728119,0.99590509,0.000911567,-0.000993083,99.80237603187561
0.0028728865,0.99590127,0.000913441,-0.000993045,101.1826696395874
0.0028730856,0.99594719,0.000914919,-0.000992777,102.56339383125305
0.0028729861,0.9959727,0.000916869,-0.000992649,103.94474148750305
0.002873011,0.99595484,0.000917749,-0.000992369,105.32918357849121
0.0028730607,0.9959204,0.000919049,-0.000992242,106.70966482162476
0.0028729114,0.99596632,0.000920706,-0.000992943,108.10925436019897
0.0028729363,0.9959255,0.000920936,-0.000993478,109.49553608894348
0.0028728865,0.99588978,0.000921394,-0.000994243,110.88401794433594
0.0028729612,0.9958783,0.000922427,-0.00099409,112.282874584198
0.0028730358,0.99592168,0.000922949,-0.000994345,113.67348265647888
0.002873011,0.99592678,0.00092351,-0.000994753,115.06974506378174
0.0028729861,0.99593061,0.000924262,-0.000994574,116.45663928985596
0.0028730607,0.99592168,0.00092388,-0.000994319,117.84792351722717
0.0028729612,0.99590509,0.000924581,-0.000994217,119.2426245212555
0.0028729114,0.9959153,0.000925155,-0.00099437,120.63294887542725
0.0028728617,0.99592678,0.000925945,-0.000994204,122.03294157981873
0.0028729114,0.99592295,0.000925741,-0.000994243,123.42370533943176
0.0028728865,0.99588723,0.000926965,-0.000994281,124.81804323196411
0.0028728865,0.99588978,0.000927857,-0.000994663,126.20969748497009
0.0028728368,0.99591147,0.000928532,-0.000994791,127.60136008262634
0.0028728617,0.99589489,0.000929234,-0.00099488,128.98854064941406
0.0028727123,0.99592423,0.000929998,-0.000996257,130.37960839271545
0.0028728865,0.9958783,0.000930763,-0.000996078,131.7766273021698
0.0028728368,0.99593316,0.000929259,-0.000995352,133.15824389457703
0.0028729363,0.99591147,0.000928112,-0.000994651,134.5467176437378
0.0028728865,0.99590254,0.000927245,-0.000993771,135.93836760520935
0.0028728368,0.99596505,0.000928239,-0.00099293,137.3275110721588
0.0028729861,0.99587575,0.000928456,-0.000993707,138.7164168357849
0.0028728617,0.99593188,0.00092801,-0.000994485,140.1100778579712
0.0028728368,0.99591912,0.000927525,-0.000993937,141.49980354309082
0.002872787,0.99589234,0.000927398,-0.000994179,142.89136791229248
0.0028730607,0.99591785,0.000927972,-0.00099525,144.28042769432068
0.0028730607,0.99593571,0.000928634,-0.000996486,145.6706326007843
0.002872787,0.99592805,0.000928749,-0.0009972,147.05998158454895
0.0028729363,0.99592678,0.000927831,-0.000996371,148.45156741142273
0.0028730856,0.9959625,0.000928775,-0.000994357,149.84067821502686
0.0028729363,0.99594591,0.000928698,-0.000992254,151.23118376731873
0.0028729612,0.99594591,0.000931107,-0.000991362,152.62434768676758
0.0028726875,0.99589489,0.000932305,-0.000991413,154.01041650772095
0.0028729114,0.99584386,0.000933593,-0.000991808,155.40124797821045
0.0028728119,0.99587703,0.00093502,-0.000992968,156.79382467269897
0.002872787,0.99586937,0.000936155,-0.000994523,158.18479537963867
0.0028727621,0.99588086,0.000936805,-0.000996384,159.58065795898438
0.002872563,0.9958681,0.000937073,-0.000997939,160.97159695625305
0.0028725879,0.99586172,0.000937136,-0.000998882,162.3601701259613
0.0028726626,0.99585534,0.000936792,-0.000999584,163.74904012680054
0.0028727123,0.99581325,0.000937315,-0.001000068,165.15304899215698
0.0028726875,0.99587703,0.000937506,-0.001000106,166.5387556552887
0.0028726875,0.99583876,0.000938105,-0.001000336,167.93568968772888
0.0028727621,0.9959204,0.000938398,-0.000999979,169.3198037147522
0.0028726875,0.99584514,0.000938857,-0.000999902,170.71186757087708
0.0028726626,0.99588723,0.000938233,-0.000999851,172.10196471214294
0.0028724137,0.99587193,0.000937876,-0.000999966,173.4930031299591
0.0028726626,0.99580814,0.000938041,-0.000999736,174.88409328460693
0.0028726128,0.99581962,0.000939558,-0.000999099,176.2761902809143
0.0028727123,0.99584514,0.000940731,-0.000998921,177.66768288612366
0.0028728119,0.99580942,0.000941139,-0.000999864,179.05808067321777
0.002872787,0.99589361,0.000941789,-0.001000374,180.44828009605408
0.0028728119,0.99588978,0.000942541,-0.001001508,181.8378782272339
0.0028726626,0.99587958,0.000943956,-0.001001891,183.22705388069153
0.0028725382,0.99581197,0.000945014,-0.00100235,184.62629055976868
0.0028728119,0.99588213,0.000946135,-0.001002502,186.01965260505676
0.0028729612,0.99586555,0.000947321,-0.001002796,187.40589141845703
0.0028726377,0.99588851,0.000948341,-0.001003076,188.7967174053192
0.0028727123,0.99585789,0.000948838,-0.001002987,190.18512749671936
0.002872563,0.99585279,0.000949526,-0.001003471,191.57617163658142
0.0028726626,0.99584896,0.000950648,-0.001003484,192.9664430618286
0.002872787,0.99584131,0.00095089,-0.001003255,194.35494089126587
0.0028728119,0.99585662,0.000952368,-0.001003204,195.7457959651947
