Current,Supply_voltage,TEG1,TEG2,Time
-7.7142e-06,-0.002621452,0.000725557,-0.000799092,1.5087084770202637
-7.5152e-06,-0.002669889,0.000725493,-0.00079941,3.0296924114227295
-7.6147e-06,-0.002638022,0.000725825,-0.000799589,4.547929286956787
-7.5152e-06,-0.002714756,0.000726054,-0.000799869,6.0665013790130615
-7.6147e-06,-0.00263866,0.000726526,-0.000799538,7.559934854507446
-7.5152e-06,-0.002641081,0.000726156,-0.000800175,9.09402322769165
-7.5898e-06,-0.002637512,0.000726832,-0.000800099,10.602427005767822
-7.54e-06,-0.002647837,0.000726666,-0.000799818,12.12169599533081
-7.3907e-06,-0.002645925,0.00072738,-0.000800086,13.630376815795898
-7.54e-06,-0.002658927,0.000726946,-0.000800137,15.138622522354126
-7.54e-06,-0.002654465,0.000727762,-0.000799882,16.651758670806885
-7.5649e-06,-0.002651916,0.000727762,-0.000799652,18.164759635925293
-7.5898e-06,-0.002662113,0.000727877,-0.000799538,19.657503843307495
-7.6147e-06,-0.002637257,0.000728412,-0.000799372,21.200068712234497
-7.7391e-06,-0.00269997,0.000728897,-0.000799334,22.710325241088867
-7.764e-06,-0.002689008,0.00072947,-0.000799601,24.208181858062744
-7.764e-06,-0.002700098,0.000729279,-0.0007995,25.727773189544678
-7.8635e-06,-0.002657779,0.000729432,-0.00079964,27.233057260513306
-7.8138e-06,-0.002722277,0.000729904,-0.000799423,28.741663217544556
-7.7889e-06,-0.002685184,0.000730184,-0.000799525,30.2551372051239
-7.7889e-06,-0.002701627,0.000731063,-0.000799359,31.754963636398315
-7.8138e-06,-0.002700098,0.000731229,-0.000799194,33.24812626838684
-7.6894e-06,-0.002713099,0.000731828,-0.000799028,34.74906587600708
-7.7889e-06,-0.00271004,0.000732338,-0.000798811,36.26606273651123
-7.6147e-06,-0.002640826,0.000732351,-0.000799041,37.766741037368774
-7.1419e-06,-0.002661348,0.000732542,-0.000798926,39.26830077171326
-7.7142e-06,-0.002626933,0.000732924,-0.00079899,40.79849624633789
-7.6645e-06,-0.002637385,0.000732886,-0.00079899,42.30930995941162
-7.6147e-06,-0.002618775,0.000733358,-0.000798607,43.82826066017151
-7.7142e-06,-0.002648984,0.000732912,-0.000798684,45.35313653945923
-7.4903e-06,-0.002653063,0.000733931,-0.000798327,46.89802145957947
-7.5898e-06,-0.002692577,0.000733868,-0.000798327,48.40049457550049
-7.7391e-06,-0.002668359,0.000734186,-0.000798199,49.94133138656616
-7.7142e-06,-0.002651534,0.000734849,-0.00079783,51.46465039253235
-7.7142e-06,-0.002678174,0.000734977,-0.000798276,52.98443961143494
-7.5649e-06,-0.002696401,0.000734582,-0.000797995,54.48748731613159
-7.6645e-06,-0.002656505,0.00073513,-0.000798046,56.00979542732239
-7.7391e-06,-0.002678811,0.000734926,-0.000798136,57.53263592720032
-7.6894e-06,-0.002658034,0.000735117,-0.000798352,59.05133819580078
-7.5152e-06,-0.002633561,0.000735346,-0.000798544,60.54410910606384
