Base,Temp,Time
2.6e-07,-0.000138385,25.391727209091187
-6.5e-07,-0.000137865,25.702192306518555
1.3e-07,-0.000137865,26.00220227241516
2.6e-07,-0.000137605,26.308095693588257
-3.9e-07,-0.000137605,26.627095460891724
2.6e-07,-0.000137735,26.927000999450684
1.3e-07,-0.000137215,27.24699378013611
6.5e-07,-0.000137605,27.553505420684814
-3.9e-07,-0.000138255,27.853920698165894
-6.5e-07,-0.000138515,28.165226697921753
3.9e-07,-0.000138255,28.475232362747192
-3.9e-07,-0.000137605,28.78785991668701
3.9e-07,-0.000138255,29.091943502426147
7.8e-07,-0.000138255,29.403860092163086
-3.9e-07,-0.000137995,29.70668601989746
3.9e-07,-0.000137605,30.016669034957886
-2.6e-07,-0.000138645,30.336482763290405
2.6e-07,-0.000136955,30.64918828010559
-2.6e-07,-0.000138125,30.959176778793335
1.3e-07,-0.000137995,31.270282983779907
0.0,-0.000138125,31.58021569252014
-1.3e-07,-0.000137735,31.900230407714844
-6.5e-07,-0.000137345,32.20311665534973
-5.2e-07,-0.000137865,32.51644015312195
-6.5e-07,-0.000137865,32.816908836364746
-3.9e-07,-0.000138255,33.12691140174866
-3.9e-07,-0.000138125,33.44555854797363
-1.3e-07,-0.000139294,33.75850510597229
2.6e-07,-0.000138385,34.0651650428772
-1.3e-07,-0.000139294,34.37192726135254
-3.9e-07,-0.000138645,34.67855453491211
-2.6e-07,-0.000138645,34.988524198532104
-3.9e-07,-0.000139034,35.3022186756134
1.3e-07,-0.000138774,35.61555528640747
-2.6e-07,-0.000139034,35.9155547618866
3.9e-07,-0.000138255,36.22560119628906
-7.8e-07,-0.000138385,36.53576946258545
6.5e-07,-0.000138774,36.85566234588623
-5.2e-07,-0.000138515,37.16306734085083
5.2e-07,-0.000139164,37.46307158470154
7.8e-07,-0.000139554,37.77306890487671
-1.3e-07,-0.000139164,38.088868141174316
3.9e-07,-0.000138515,38.4089560508728
5.2e-07,-0.000139034,38.70814657211304
2.6e-07,-0.000139554,39.01843810081482
-3.9e-07,-0.000139034,39.32814931869507
-3.9e-07,-0.000139164,39.6378972530365
-3.9e-07,-0.000139294,39.95786499977112
-6.5e-07,-0.000138774,40.26558566093445
5.2e-07,-0.000139164,40.57581973075867
3.9e-07,-0.000139424,40.88638472557068
-3.9e-07,-0.000139684,41.19932413101196
-3.9e-07,-0.000138904,41.51630353927612
0.0,-0.000139034,41.823466539382935
0.0,-0.000138385,42.12947869300842
-1.3e-07,-0.000138904,42.433531045913696
3.9e-07,-0.000138904,42.744858503341675
-5.2e-07,-0.000139294,43.0532910823822
-6.5e-07,-0.000139684,43.3719048500061
-2.6e-07,-0.000139164,43.6826274394989
-3.9e-07,-0.000139164,43.98203706741333
0.0,-0.000139424,44.293822288513184
1.3e-07,-0.000139424,44.596771001815796
-5.2e-07,-0.000139944,44.92051362991333
5.2e-07,-0.000139944,45.22751522064209
0.0,-0.000139944,45.53438210487366
-1.3e-07,-0.000138904,45.84007263183594
-7.8e-07,-0.000139424,46.14611315727234
-9.1e-07,-0.000139034,46.46969413757324
3.9e-07,-0.000139164,46.77607727050781
-1.3e-07,-0.000139814,47.08325719833374
5.2e-07,-0.000139554,47.39021062850952
-3.9e-07,-0.000139684,47.70192193984985
-1.3e-07,-0.000139944,48.018290281295776
1.3e-07,-0.000139814,48.31814622879028
7.8e-07,-0.000139294,48.62845540046692
-7.8e-07,-0.000139294,48.93566703796387
6.5e-07,-0.000140464,49.252161502838135
5.2e-07,-0.000139684,49.56910562515259
3.9e-07,-0.000140724,49.87415266036987
-2.6e-07,-0.000139944,50.18077850341797
0.0,-0.000140074,50.48867917060852
-1.3e-07,-0.000140594,50.79553198814392
5.2e-07,-0.000139814,51.10856342315674
-1.3e-07,-0.000139554,51.42443633079529
0.0,-0.000140074,51.73170042037964
5.2e-07,-0.000139684,52.03837513923645
-1.3e-07,-0.000140464,52.338157653808594
-2.6e-07,-0.000139814,52.64785838127136
-5.2e-07,-0.000139944,52.972434282302856
0.0,-0.000140074,53.27753305435181
6.5e-07,-0.000140074,53.583919525146484
-5.2e-07,-0.000140204,53.890427112579346
3.9e-07,-0.000140464,54.20025706291199
-1.3e-07,-0.000140464,54.5069854259491
-1.3e-07,-0.000140724,54.826213121414185
-1.3e-07,-0.000139944,55.13567137718201
3.9e-07,-0.000139684,55.44432997703552
2.6e-07,-0.000140334,55.75308704376221
1.3e-07,-0.000140724,56.060951232910156
-3.9e-07,-0.000140594,56.37726092338562
-6.5e-07,-0.000140334,56.687193155288696
2.6e-07,-0.000139684,56.999396085739136
2.6e-07,-0.000140983,57.30540084838867
2.6e-07,-0.000140074,57.60501050949097
5.2e-07,-0.000139814,57.90889549255371
0.0,-0.000139814,58.23080563545227
6.5e-07,-0.000139684,58.53226637840271
6.5e-07,-0.000140204,58.84215497970581
0.0,-0.000140074,59.15085005760193
0.0,-0.000138904,59.4599072933197
1.3e-07,-0.000140464,59.768091678619385
-2.6e-07,-0.000139554,60.08552098274231
2.6e-07,-0.000140464,60.38542366027832
1.3e-07,-0.000140204,60.69788479804993
1.3e-07,-0.000140983,61.01096868515015
1.3e-07,-0.000140724,61.317216634750366
-3.9e-07,-0.000140334,61.624916076660156
-7.8e-07,-0.000140464,61.93523550033569
1.3e-07,-0.000140074,62.2453773021698
-1.169e-06,-0.000140853,62.55794882774353
0.0,-0.000140334,62.872511863708496
-6.5e-07,-0.000140853,63.18337655067444
-2.6e-07,-0.000140594,63.48265981674194
1.3e-07,-0.000141243,63.79586720466614
-1.3e-07,-0.000141113,64.10403156280518
-1.3e-07,-0.000141113,64.4140694141388
3.9e-07,-0.000140983,64.73775243759155
-6.5e-07,-0.000141503,65.03779339790344
2.6e-07,-0.000140594,65.35104370117188
5.2e-07,-0.000140464,65.65614819526672
-9.1e-07,-0.000140464,65.96615314483643
-3.9e-07,-0.000141373,66.28625082969666
3.9e-07,-0.000140853,66.59534001350403
-5.2e-07,-0.000141243,66.90174078941345
0.0,-0.000140983,67.21023035049438
0.0,-0.000140464,67.52454924583435
-3.9e-07,-0.000141243,67.83341860771179
-5.2e-07,-0.000140853,68.14698839187622
5.2e-07,-0.000141243,68.44571280479431
1.3e-07,-0.000141373,68.75761151313782
0.0,-0.000140853,69.07130575180054
5.2e-07,-0.000140594,69.39204573631287
-2.6e-07,-0.000141113,69.69731044769287
-2.6e-07,-0.000141893,70.00787425041199
-5.2e-07,-0.000141503,70.31827187538147
-3.9e-07,-0.000141373,70.61737370491028
-6.5e-07,-0.000140204,70.92883133888245
2.6e-07,-0.000140853,71.24291467666626
1.3e-07,-0.000140983,71.55834865570068
-5.2e-07,-0.000141113,71.86560535430908
-6.5e-07,-0.000140983,72.16711497306824
-3.9e-07,-0.000140724,72.48758506774902
-2.6e-07,-0.000141243,72.80415415763855
0.0,-0.000141503,73.10359215736389
-1.3e-07,-0.000140983,73.41488981246948
5.2e-07,-0.000141893,73.72250294685364
-2.6e-07,-0.000140983,74.03444838523865
3.9e-07,-0.000140464,74.35184955596924
2.6e-07,-0.000140334,74.65721297264099
1.3e-07,-0.000140464,74.958575963974
-3.9e-07,-0.000140983,75.27802562713623
-2.6e-07,-0.000140724,75.58425641059875
-5.2e-07,-0.000141243,75.90422439575195
-2.6e-07,-0.000140983,76.21423172950745
1.3e-07,-0.000140853,76.52073526382446
-1.3e-07,-0.000140983,76.8276937007904
2.6e-07,-0.000140983,77.13360810279846
3.9e-07,-0.000140724,77.45330500602722
-6.5e-07,-0.000141243,77.75498151779175
-2.6e-07,-0.000140983,78.0703501701355
0.0,-0.000140983,78.37815570831299
-3.9e-07,-0.000140983,78.69079899787903
3.9e-07,-0.000141893,78.99793100357056
-6.5e-07,-0.000141243,79.30949854850769
1.3e-07,-0.000140853,79.60925817489624
1.3e-07,-0.000141633,79.9222264289856
3.9e-07,-0.000140983,80.24163460731506
-1.3e-07,-0.000140983,80.55748271942139
1.3e-07,-0.000140983,80.86766314506531
-2.6e-07,-0.000141113,81.1718373298645
-1.3e-07,-0.000141373,81.47933459281921
-1.3e-07,-0.000141113,81.78756260871887
-2.6e-07,-0.000141243,82.09278535842896
3.9e-07,-0.000142023,82.4113974571228
3.9e-07,-0.000141243,82.7277684211731
-5.2e-07,-0.000140853,83.0353569984436
-5.2e-07,-0.000141503,83.34272813796997
-2.6e-07,-0.000141113,83.65872097015381
-6.5e-07,-0.000140983,83.98034715652466
-2.6e-07,-0.000142153,84.28655910491943
1.3e-07,-0.000141503,84.58578372001648
-1.04e-06,-0.000142283,84.9017059803009
3.9e-07,-0.000141893,85.21349716186523
3.9e-07,-0.000141113,85.52359390258789
-9.1e-07,-0.000141113,85.83376812934875
2.6e-07,-0.000142543,86.14087867736816
-6.5e-07,-0.000141503,86.43051147460938
3.9e-07,-0.000142413,86.74438810348511
-1.3e-07,-0.000141893,87.0507960319519
-9.1e-07,-0.000142153,87.36953282356262
9.1e-07,-0.000141633,87.6871190071106
2.6e-07,-0.000141763,87.9884204864502
1.3e-07,-0.000142803,88.29280591011047
-2.6e-07,-0.000141503,88.602534532547
-1.3e-07,-0.000141633,88.91563630104065
-3.9e-07,-0.000142283,89.23437142372131
-2.6e-07,-0.000141763,89.53901767730713
-6.5e-07,-0.000141373,89.8459062576294
-3.9e-07,-0.000142023,90.15349102020264
-2.6e-07,-0.000141893,90.45729041099548
2.6e-07,-0.000142932,90.77701711654663
-5.2e-07,-0.000142283,91.07489085197449
-5.2e-07,-0.000142673,91.38508296012878
6.5e-07,-0.000142413,91.70068287849426
-3.9e-07,-0.000141893,92.00829601287842
0.0,-0.000142283,92.32477903366089
-2.6e-07,-0.000142023,92.63155007362366
-5.2e-07,-0.000142543,92.93762516975403
-1.3e-07,-0.000142283,93.24657773971558
-2.6e-07,-0.000142543,93.55842018127441
-9.1e-07,-0.000142023,93.87358355522156
-3.9e-07,-0.000142673,94.18046569824219
-5.2e-07,-0.000141763,94.488440990448
-2.6e-07,-0.000143192,94.79749321937561
-5.2e-07,-0.000142803,95.10606098175049
2.6e-07,-0.000142543,95.41841173171997
0.0,-0.000141503,95.73925232887268
5.2e-07,-0.000141763,96.04356336593628
6.5e-07,-0.000142153,96.34988808631897
1.3e-07,-0.000141373,96.65772843360901
5.2e-07,-0.000141503,96.9655270576477
-7.8e-07,-0.000141113,97.27563834190369
-5.2e-07,-0.000142283,97.58553671836853
-2.6e-07,-0.000141893,97.89588570594788
1.3e-07,-0.000141893,98.20958018302917
-5.2e-07,-0.000141893,98.52397346496582
-1.3e-07,-0.000141893,98.83650326728821
5.2e-07,-0.000141763,99.13737034797668
-3.9e-07,-0.000140983,99.44742965698242
-3.9e-07,-0.000141113,99.75795602798462
-2.6e-07,-0.000141633,100.06688475608826
0.0,-0.000140853,100.37832307815552
-1.3e-07,-0.000142023,100.67914748191833
-1.3e-07,-0.000140594,100.98965573310852
0.0,-0.000141893,101.29974675178528
-2.6e-07,-0.000141763,101.59957504272461
1.3e-07,-0.000141373,101.90998101234436
-1.3e-07,-0.000141243,102.22053027153015
-2.6e-07,-0.000141243,102.54010057449341
-1.3e-07,-0.000142023,102.85059452056885
5.2e-07,-0.000141633,103.15095472335815
-5.2e-07,-0.000141503,103.46040368080139
-3.9e-07,-0.000141633,103.7804102897644
-7.8e-07,-0.000141113,104.0931305885315
0.0,-0.000140983,104.40374708175659
-1.3e-07,-0.000141763,104.70768857002258
3.9e-07,-0.000141893,105.0076892375946
2.6e-07,-0.000141503,105.30875897407532
0.0,-0.000142153,105.61875915527344
1.04e-06,-0.000142283,105.92876148223877
9.1e-07,-0.000142543,106.24617290496826
-2.6e-07,-0.000141503,106.55622243881226
1.3e-07,-0.000142283,106.85595965385437
0.0,-0.000141373,107.16646027565002
2.6e-07,-0.000142283,107.48633456230164
6.5e-07,-0.000142153,107.7981059551239
-2.6e-07,-0.000142153,108.10810708999634
-2.6e-07,-0.000141633,108.41814970970154
-5.2e-07,-0.000142543,108.71852540969849
-2.6e-07,-0.000142803,109.03150272369385
-1.3e-07,-0.000142673,109.34368181228638
-6.5e-07,-0.000142673,109.6576018333435
0.0,-0.000143062,109.95884799957275
-2.6e-07,-0.000142803,110.27752375602722
-5.2e-07,-0.000142673,110.58746242523193
-5.2e-07,-0.000142803,110.90973567962646
-5.2e-07,-0.000142803,111.21373391151428
-5.2e-07,-0.000142543,111.5173819065094
-2.6e-07,-0.000142413,111.82741451263428
-2.6e-07,-0.000143582,112.11732888221741
-6.5e-07,-0.000144492,112.43278503417969
-1.3e-07,-0.000142932,112.74431324005127
-6.5e-07,-0.000143842,113.06080627441406
0.0,-0.000142543,113.36756467819214
1.3e-07,-0.000143192,113.67515993118286
-3.9e-07,-0.000143452,113.9826545715332
-2.6e-07,-0.000143452,114.29448461532593
-3.9e-07,-0.000143712,114.61430430412292
-1.3e-07,-0.000143192,114.92183494567871
-3.9e-07,-0.000143322,115.2296552658081
-2.6e-07,-0.000143712,115.53548097610474
3.9e-07,-0.000143712,115.84828209877014
0.0,-0.000143842,116.16412496566772
-3.9e-07,-0.000142932,116.47094321250916
-1.3e-07,-0.000143452,116.77773833274841
2.6e-07,-0.000143712,117.08479857444763
0.0,-0.000143842,117.39749550819397
-1.3e-07,-0.000144102,117.71156454086304
-1.3e-07,-0.000143322,118.01830053329468
2.6e-07,-0.000143452,118.32681512832642
-2.6e-07,-0.000144492,118.63623547554016
2.6e-07,-0.000143452,118.9500629901886
-3.9e-07,-0.000144232,119.26481246948242
-1.3e-07,-0.000143712,119.57398319244385
5.2e-07,-0.000143322,119.87990832328796
-1.3e-07,-0.000143192,120.1923680305481
2.6e-07,-0.000143062,120.50433421134949
-5.2e-07,-0.000143452,120.82154846191406
0.0,-0.000143712,121.12826704978943
-3.9e-07,-0.000143712,121.43463563919067
-7.8e-07,-0.000143452,121.7436990737915
1.3e-07,-0.000142803,122.05472254753113
0.0,-0.000143192,122.371915102005
0.0,-0.000143582,122.67665719985962
-1.3e-07,-0.000144102,122.98367762565613
-2.6e-07,-0.000143972,123.29036331176758
-2.6e-07,-0.000143712,123.59887361526489
7.8e-07,-0.000143322,123.90793752670288
-3.9e-07,-0.000142803,124.22177314758301
0.0,-0.000142932,124.52971506118774
0.0,-0.000142803,124.83926439285278
1.3e-07,-0.000143452,125.14440846443176
3.9e-07,-0.000143452,125.45564436912537
1.3e-07,-0.000143322,125.77054905891418
-1.3e-07,-0.000143192,126.07633113861084
-2.6e-07,-0.000143842,126.38426065444946
-1.3e-07,-0.000143842,126.69243621826172
1.3e-07,-0.000143712,127.0065643787384
3.9e-07,-0.000143842,127.32433223724365
1.3e-07,-0.000143842,127.62975072860718
-1.3e-07,-0.000142932,127.9363431930542
6.5e-07,-0.000143712,128.24436616897583
-1.3e-07,-0.000143192,128.555748462677
-1.04e-06,-0.000144622,128.87223362922668
1.3e-07,-0.000143322,129.17714548110962
1.3e-07,-0.000144102,129.48369097709656
0.0,-0.000142932,129.79065346717834
-2.6e-07,-0.000144232,130.09878826141357
-3.9e-07,-0.000143452,130.41355061531067
-3.9e-07,-0.000142803,130.73038625717163
-5.2e-07,-0.000144102,131.03712916374207
1.3e-07,-0.000143842,131.34682726860046
2.6e-07,-0.000143452,131.6561415195465
5.2e-07,-0.000143712,131.9676375389099
-5.2e-07,-0.000143452,132.28253889083862
-1.3e-07,-0.000143972,132.58786964416504
0.0,-0.000143322,132.89340734481812
-1.3e-07,-0.000144362,133.20137763023376
0.0,-0.000143192,133.50834250450134
-3.9e-07,-0.000144232,133.82071924209595
5.2e-07,-0.000142803,134.13760995864868
0.0,-0.000143452,134.4427525997162
-1.3e-07,-0.000143322,134.7470998764038
2.6e-07,-0.000143062,135.05498909950256
0.0,-0.000143452,135.36200642585754
-1.3e-07,-0.000142673,135.67532014846802
-7.8e-07,-0.000144102,135.99294066429138
3.9e-07,-0.000143192,136.3027560710907
0.0,-0.000143452,136.60630059242249
0.0,-0.000143582,136.9184329509735
0.0,-0.000143192,137.22795748710632
-2.6e-07,-0.000143582,137.53994512557983
1.04e-06,-0.000143322,137.8570945262909
-1.3e-07,-0.000143192,138.1614830493927
0.0,-0.000142932,138.46356582641602
