Current,Supply_voltage,TEG1,TEG2,Time
0.0086431052,2.9960834,0.000808741,-0.000701045,1.3131871223449707
0.0086434785,2.9961342,0.000808435,-0.000701033,2.635016441345215
0.0086432545,2.9961851,0.000808537,-0.000700446,3.963070869445801
0.0086432048,2.9961597,0.000808116,-0.000700803,5.272055149078369
0.0086429808,2.9961597,0.000808333,-0.00070065,6.60931396484375
0.0086432545,2.9961342,0.000808091,-0.000699682,7.9477856159210205
0.008642931,2.9961851,0.000808103,-0.000699592,9.245981693267822
0.0086429062,2.9961088,0.000808499,-0.000699439,10.56890058517456
0.0086429808,2.9961215,0.000808409,-0.000699299,11.896073341369629
0.0086430555,2.9961342,0.000808052,-0.000699529,13.204689741134644
0.008643155,2.9961088,0.00080804,-0.00069986,14.522166967391968
0.0086429559,2.9961851,0.000807606,-0.000699886,15.839511394500732
0.0086431301,2.9961724,0.000806969,-0.000699707,17.151904106140137
0.0086430555,2.9961597,0.000807186,-0.00069884,18.473917961120605
0.0086431052,2.996147,0.00080795,-0.000698432,19.795772790908813
0.0086430555,2.9961342,0.000808422,-0.00069768,21.100560188293457
0.0086429559,2.9961215,0.000808409,-0.000697515,22.419029235839844
0.0086430804,2.9961215,0.000808231,-0.00069703,23.73130774497986
0.0086431301,2.9961597,0.000808295,-0.000696865,25.060436487197876
0.0086430057,2.9961724,0.000808078,-0.000696699,26.389246940612793
0.0086432048,2.9962105,0.000808154,-0.000696584,27.71225118637085
0.0086430306,2.9961851,0.000807785,-0.000696049,29.02847146987915
0.0086432545,2.9962105,0.000807963,-0.000695195,30.3558030128479
0.0086431052,2.9961851,0.000808091,-0.000695055,31.65869140625
0.0086431799,2.996236,0.000808307,-0.000694736,32.98475480079651
0.0086432297,2.9961851,0.000808244,-0.000694366,34.31290102005005
0.0086432794,2.9962105,0.000808244,-0.000693729,35.62509107589722
0.008643155,2.9961724,0.000808524,-0.000692684,36.945820331573486
0.0086430555,2.996147,0.000809047,-0.000693015,38.269100189208984
