Current,Supply_voltage,TEG1,TEG2,Time
-7.0424e-06,-0.002483152,0.000913721,-0.0009946,1.751272201538086
-6.9677e-06,-0.002467601,0.000912727,-0.000995097,3.3125128746032715
-7.2912e-06,-0.002502909,0.000912293,-0.000995046,4.793867349624634
-6.9677e-06,-0.002509665,0.000912089,-0.000994842,6.298203706741333
-7.1917e-06,-0.002452688,0.000911835,-0.000995326,7.833547115325928
-7.1419e-06,-0.002503801,0.000912765,-0.000995607,9.370668888092041
-7.2663e-06,-0.002535795,0.000912217,-0.000995862,10.865560054779053
-7.117e-06,-0.002507498,0.000912038,-0.000995568,12.355624437332153
-7.2912e-06,-0.002516038,0.000912204,-0.000995097,13.83846664428711
-7.3161e-06,-0.002497046,0.000913836,-0.000994918,15.326085329055786
-7.0921e-06,-0.002508518,0.000913377,-0.000995288,16.81403374671936
-7.2414e-06,-0.00250788,0.000913402,-0.000994893,18.31464171409607
-7.2912e-06,-0.002493477,0.000912727,-0.000994969,19.82269024848938
-7.3161e-06,-0.002535413,0.000913084,-0.000994829,21.36551332473755
-7.0424e-06,-0.00245613,0.000913555,-0.000994306,22.867900371551514
-7.0672e-06,-0.002521137,0.000913848,-0.000994128,24.391987323760986
0.01152733,3.9958892,0.00091446,-0.000994396,25.67387890815735
0.01152733,3.9960545,0.000916551,-0.0009901,26.93955397605896
0.01152733,3.9960799,0.000928545,-0.000982425,28.207384824752808
0.01152733,3.9960926,0.000943178,-0.000971042,29.483991384506226
0.011527579,3.9960545,0.000958703,-0.000960386,30.750436782836914
0.01152733,3.9960418,0.000972049,-0.000950304,32.013242959976196
0.01152733,3.9960545,0.000983444,-0.00094147,33.27973031997681
0.01152733,3.9960036,0.000994228,-0.000933351,34.540412187576294
0.01152733,3.9960418,0.001003609,-0.000926123,35.80352830886841
0.011527081,3.9959909,0.001011525,-0.000920247,37.084620237350464
0.011527081,3.9959909,0.001019645,-0.000914078,38.357789516448975
0.01152733,3.9960036,0.001028401,-0.000908049,39.63338804244995
0.01152733,3.9959782,0.001036852,-0.00090281,40.90303897857666
0.011527579,3.9960291,0.001041505,-0.000897864,42.17323350906372
0.011527828,3.9960418,0.001045354,-0.000894168,43.4460973739624
0.011527828,3.9960672,0.001048898,-0.000890714,44.713613510131836
0.011527579,3.9960418,0.001052301,-0.000887642,45.98112750053406
0.011527579,3.9960163,0.001055233,-0.000884328,47.248863697052
0.01152733,3.9960418,0.001057119,-0.000882071,48.5203378200531
0.01152733,3.9960545,0.001058713,-0.000879599,49.79225516319275
0.01152733,3.9959909,0.001059962,-0.000878005,51.07030725479126
0.011527579,3.9960545,0.001062562,-0.00087566,52.343942165374756
0.011527081,3.9960418,0.001065277,-0.000873187,53.619545221328735
0.01152733,3.9960545,0.001068336,-0.000870854,54.89140033721924
0.01152733,3.9960036,0.001070197,-0.000868955,56.15187954902649
0.011527579,3.9960291,0.001070809,-0.000867948,57.42719221115112
0.011527081,3.9960418,0.001070286,-0.000867196,58.69802403450012
0.011527081,3.9960545,0.001070707,-0.000866075,59.96834850311279
0.01152733,3.9960163,0.001070299,-0.000865705,61.237048625946045
0.011527579,3.9959782,0.001070286,-0.000865272,62.506712436676025
0.01152733,3.9960163,0.00107049,-0.000864456,63.77947688102722
0.011527579,3.9960163,0.001071472,-0.000863462,65.0424485206604
0.011527081,3.9959655,0.001072135,-0.000862913,66.31691598892212
0.01152733,3.9959909,0.001074008,-0.000861652,67.57849884033203
0.011527579,3.9960545,0.001075678,-0.000860594,68.84244894981384
0.01152733,3.9959782,0.001076698,-0.000859599,70.11520886421204
0.011527081,3.9960036,0.001077832,-0.000858337,71.38919949531555
0.011527081,3.9960163,0.001079528,-0.000857076,72.65950059890747
0.011527081,3.9960291,0.001080343,-0.000856069,73.93000912666321
0.011527081,3.9960418,0.001080484,-0.000855928,75.21420335769653
0.011527579,3.9960799,0.001081605,-0.000855508,76.48383903503418
0.01152733,3.9960036,0.001081503,-0.000855023,77.75440955162048
0.011527081,3.9960291,0.001082179,-0.000854475,79.02006387710571
0.011527579,3.9960163,0.001081784,-0.000854271,80.30971956253052
0.011527579,3.9960163,0.001082319,-0.000854679,81.60155892372131
0.01152733,3.9960545,0.001081695,-0.000854284,82.86926984786987
0.01152733,3.9960418,0.001080904,-0.000854921,84.13463592529297
0.01152733,3.9960163,0.001081325,-0.000855546,85.40102648735046
0.011527081,3.9960036,0.001081733,-0.000853965,86.66996264457703
0.011526832,3.9960291,0.001085965,-0.000852984,87.94253134727478
