Current,Ground,Time,Voltage
3.052e-07,9.1e-08,1.080857276916504,-7.9886e-05
1.272e-07,1.3e-07,2.1624104976654053,-8.0042e-05
2.798e-07,0.0,3.224020481109619,-7.9756e-05
3.815e-07,2.08e-07,4.273759841918945,-8.0055e-05
3.815e-07,2.6e-08,5.323070764541626,-7.9873e-05
1.017e-07,1.3e-07,6.383029937744141,-7.9639e-05
2.544e-07,1.56e-07,7.432855844497681,-8.0055e-05
4.07e-07,4.03e-07,8.479739665985107,-7.9808e-05
3.561e-07,4.03e-07,9.541407346725464,-8.0237e-05
2.289e-07,2.99e-07,10.593990325927734,-8.0107e-05
3.052e-07,2.47e-07,11.64592170715332,-8.0367e-05
2.798e-07,2.08e-07,12.706700563430786,-8.0315e-05
3.052e-07,5.98e-07,13.75789475440979,-8.0809e-05
2.544e-07,2.166e-06,16.161426544189453,-8.7348e-05
3.052e-07,1.7325e-05,16.56444025039673,-6.4248e-05
1.781e-07,-7.22e-07,16.95908212661743,-8.3738e-05
3.052e-07,-7.219e-06,17.35366916656494,-6.4969e-05
2.289e-07,1.3716e-05,17.752235889434814,-8.6626e-05
3.815e-07,1.0106e-05,18.15031147003174,-9.5289e-05
2.798e-07,1.2994e-05,18.553579092025757,-9.4567e-05
2.798e-07,5.053e-06,18.95251965522766,-9.2401e-05
2.798e-07,9.384e-06,19.350991249084473,-8.6626e-05
2.544e-07,9.384e-06,19.763784885406494,-7.0745e-05
4.324e-07,-1.0828e-05,20.17017364501953,-9.0235e-05
4.324e-07,1.2272e-05,20.568630933761597,-8.9513e-05
2.289e-07,2.166e-06,20.967188596725464,-8.0129e-05
3.052e-07,1.4438e-05,21.366291999816895,-9.5289e-05
1.781e-07,-2.166e-06,21.76140022277832,-6.7857e-05
1.781e-07,-1.2272e-05,22.154454708099365,-6.7135e-05
3.307e-07,7.219e-06,22.549054622650146,-8.3017e-05
2.544e-07,1.2994e-05,22.948986291885376,-9.4567e-05
2.289e-07,8.663e-06,23.3494131565094,-9.601e-05
2.798e-07,6.497e-06,23.744075775146484,-9.3123e-05
1.272e-07,-2.888e-06,24.140501976013184,-8.0851e-05
2.544e-07,-1.0828e-05,24.53700852394104,-6.5691e-05
2.289e-07,8.663e-06,24.930641412734985,-8.6626e-05
2.798e-07,-4.331e-06,25.323810577392578,-8.3017e-05
2.289e-07,-9.384e-06,25.721020936965942,-6.4248e-05
3.815e-07,5.775e-06,26.115110397338867,-8.3017e-05
3.052e-07,3.609e-06,26.509644269943237,-9.2401e-05
4.324e-07,6.497e-06,26.91489553451538,-7.3632e-05
2.289e-07,1.444e-06,27.308961868286133,-8.8792e-05
2.289e-07,-7.219e-06,27.70625901222229,-6.5691e-05
3.815e-07,-1.0106e-05,28.10724115371704,-6.8579e-05
2.035e-07,-4.331e-06,28.501948595046997,-7.0023e-05
2.544e-07,1.2994e-05,28.898117303848267,-9.3845e-05
2.035e-07,7.941e-06,29.298662662506104,-9.0957e-05
5.09e-08,-1.444e-06,29.692614555358887,-8.6626e-05
3.052e-07,-1.2272e-05,30.08860468864441,-6.7857e-05
3.561e-07,5.053e-06,30.482917308807373,-7.9407e-05
3.052e-07,1.2994e-05,30.88306713104248,-9.6732e-05
