Current,Supply_voltage,TEG1,TEG2,Time
0.0057578207,1.9959094,0.000875787,-0.0008435,1.3028156757354736
0.0057578705,1.9959221,0.000876132,-0.000843399,2.6136398315429688
0.0057578456,1.9959856,0.000875673,-0.000843513,3.93373966217041
0.0057578954,1.9959729,0.00087603,-0.000843437,5.243102073669434
0.0057578207,1.9959729,0.00087538,-0.00084387,6.557363033294678
0.0057578456,1.9959856,0.000875048,-0.000843896,7.878920078277588
0.0057578456,1.9959094,0.000874806,-0.000843373,9.186753273010254
0.0057577959,1.9959348,0.000875392,-0.000843717,10.501027584075928
0.0057576714,1.9959348,0.000875698,-0.000844074,11.829191207885742
0.0057576714,1.9959094,0.000875469,-0.000844074,13.126297235488892
0.005757771,1.9959221,0.000875367,-0.000844189,14.43774962425232
0.0057576963,1.9959221,0.000875583,-0.000844265,15.757106065750122
0.0057580198,1.9959729,0.000875762,-0.000844112,17.074418783187866
0.0057578705,1.9959221,0.000876004,-0.00084475,18.392017364501953
0.0057576714,1.9958966,0.000876234,-0.000844316,19.722143411636353
0.005757771,1.9959856,0.00087631,-0.000844456,21.021270036697388
0.0057576714,1.9959221,0.000876323,-0.000844227,22.332804679870605
0.0057576217,1.9959475,0.000877024,-0.000844036,23.64755368232727
0.0057576466,1.9959221,0.000876743,-0.000843768,24.9708194732666
0.0057578207,1.9959348,0.000877304,-0.000843641,26.29016613960266
0.0057576963,1.9959729,0.00087733,-0.000843003,27.610732078552246
0.0057577461,1.9959475,0.000877559,-0.000842812,28.92894196510315
0.0057575968,1.9959094,0.000877648,-0.000843054,30.248420238494873
0.0057578954,1.9959475,0.000877648,-0.000842557,31.56411075592041
0.0057577461,1.9959602,0.000877776,-0.000842366,32.88417911529541
0.005757771,1.9959856,0.000878005,-0.000842022,34.19771385192871
0.0057578705,1.9959221,0.000878388,-0.000842544,35.51050686836243
0.0057576217,1.9959094,0.00087914,-0.000842073,36.82156205177307
0.0057578456,1.9959475,0.000879369,-0.000841665,38.140804290771484
0.0057579203,1.9959475,0.000879637,-0.000841232,39.461331367492676
0.005757771,1.9959729,0.000879382,-0.000841436,40.79383730888367
0.005757771,1.9959729,0.000879599,-0.000841028,42.1114616394043
0.0057580198,1.9959475,0.000879407,-0.000840556,43.444714069366455
0.005757771,1.9959729,0.000879369,-0.000840594,44.76013493537903
0.0057577959,1.9958839,0.000878655,-0.000840021,46.07985830307007
0.0057578705,1.9959348,0.00087928,-0.000840416,47.392157316207886
0.0057580447,1.9959475,0.000878987,-0.000840097,48.704851388931274
0.005757771,1.9959221,0.000879484,-0.000840237,50.01933026313782
0.005757771,1.9959856,0.000879752,-0.000840276,51.323622941970825
0.0057577959,1.9959602,0.000879611,-0.000840276,52.643075466156006
0.0057576466,1.9958966,0.000879484,-0.000840531,53.964205265045166
0.0057579203,1.9959475,0.000879191,-0.000840454,55.2704873085022
0.0057576963,1.9959602,0.00087914,-0.000839855,56.583648443222046
0.0057577212,1.9958966,0.000878923,-0.000840212,57.89796161651611
0.0057576466,1.9959348,0.000879114,-0.000839957,59.226603984832764
0.0057577461,1.9959094,0.000879841,-0.000839817,60.54986333847046
0.0057578456,1.9959475,0.000879892,-0.000839804,61.87051343917847
0.0057579949,1.9959856,0.000879905,-0.000839664,63.18337655067444
0.0057578705,1.9959475,0.000880147,-0.000839447,64.52061676979065
0.0057577461,1.9959602,0.000880389,-0.000839664,65.8318383693695
