Time,Current,Ground,Voltage
1.085216999053955,2.798e-07,2.73e-07,0.00696217
2.168433427810669,2.544e-07,2.99e-07,0.007408743
3.2276453971862793,3.307e-07,-2.08e-07,0.007845415
4.279855489730835,2.544e-07,-7.8e-08,0.008287141
5.331065893173218,1.781e-07,-2.73e-07,0.008725349
6.388277292251587,1.526e-07,-1.95e-07,0.009159955
7.436486721038818,2.289e-07,3.38e-07,0.00959612
8.485696792602539,1.781e-07,-7.8e-08,0.010022669
9.541907787322998,2.544e-07,1.3e-07,0.010456261
10.59211802482605,3.307e-07,-1.04e-07,0.010889831
11.63832688331604,2.289e-07,-3.9e-08,0.011313989
12.69753885269165,2.289e-07,-3.64e-07,0.01174675
13.746748685836792,2.035e-07,-2.34e-07,0.012176119
14.792957782745361,2.289e-07,-1.69e-07,0.012599579
15.852169752120972,2.035e-07,3.9e-07,0.013023959
16.903379917144775,1.781e-07,3.25e-07,0.013450885
17.959591150283813,2.544e-07,2.21e-07,0.013872979
19.018802881240845,2.289e-07,1.95e-07,0.014264264
20.069012880325317,-5.09e-08,2.34e-07,0.015186712
21.12022304534912,2.54e-08,2.21e-07,0.01592769
22.181435346603394,2.544e-07,-1.17e-07,0.016538726
23.231645345687866,5.09e-08,-3.12e-07,0.016949554
24.28285527229309,1.526e-07,2.34e-07,0.017327078
25.3420672416687,2.544e-07,7.8e-08,0.017723546
26.392277240753174,2.289e-07,1.04e-07,0.018132492
27.442487239837646,3.052e-07,1.17e-07,0.01854406
28.507700204849243,2.798e-07,1.69e-07,0.018964672
29.557910203933716,1.526e-07,-7.8e-08,0.01938961
30.607120037078857,1.272e-07,-1.43e-07,0.019808247
31.664331436157227,2.54e-08,1.69e-07,0.020228224
32.71554160118103,2.289e-07,2.21e-07,0.020650304
33.76575183868408,1.526e-07,1.69e-07,0.021064276
34.82496356964111,3.815e-07,1.43e-07,0.021485108
35.875173568725586,2.035e-07,-3.12e-07,0.021907292
36.92538332939148,2.544e-07,6.5e-08,0.022322866
37.989596366882324,2.798e-07,2.34e-07,0.022745699
39.04080629348755,2.798e-07,-4.42e-07,0.023168104
40.08801579475403,2.289e-07,1.3e-07,0.023585402
41.14622735977173,2.289e-07,2.6e-08,0.024003584
42.19743752479553,2.798e-07,0.0,0.024424898
43.25064826011658,0.0,-4.68e-07,0.024845093
44.31086015701294,1.526e-07,-2.6e-08,0.025268579
45.364070892333984,2.544e-07,0.0,0.025678211
46.41828155517578,1.781e-07,-2.21e-07,0.026087881
47.481494188308716,3.561e-07,-7.8e-08,0.026499113
48.54570698738098,2.035e-07,1.3e-08,0.026914592
49.59291648864746,2.54e-08,1.82e-07,0.027325175
50.74314641952515,1.781e-07,1.17e-07,0.027727335
51.80635905265808,1.781e-07,-1.3e-07,0.028183302
52.858569383621216,1.526e-07,3.77e-07,0.028595547
53.91178011894226,2.798e-07,1.04e-07,0.029001813
54.972992181777954,7.63e-08,-2.34e-07,0.029407992
56.02520251274109,1.781e-07,-7.8e-08,0.02981084
57.07541275024414,1.526e-07,1.43e-07,0.030171407
58.13362431526184,2.289e-07,-1.04e-07,0.030577089
59.185834646224976,2.289e-07,3.9e-08,0.03099058
60.27105164527893,1.272e-07,-5.59e-07,0.03140051
61.32026147842407,1.781e-07,-1.69e-07,0.031815809
62.368470907211304,1.526e-07,-3.9e-08,0.032209718
63.426682472229004,7.63e-08,-1.69e-07,0.032606789
64.49189567565918,1.526e-07,5.59e-07,0.032996319
65.55710864067078,1.272e-07,0.0,0.033388993
66.62532210350037,2.035e-07,-7.67e-07,0.03378788
67.68953514099121,2.289e-07,-9.1e-08,0.034186973
68.73874473571777,2.289e-07,3.9e-07,0.034573476
69.79695630073547,2.54e-08,2.34e-07,0.034968348
70.84616613388062,1.272e-07,-7.8e-08,0.035360529
71.89537596702576,-5.09e-08,2.6e-08,0.035744112
72.95858860015869,1.781e-07,-5.2e-08,0.036124416
74.01079893112183,1.017e-07,4.42e-07,0.036509905
75.06200933456421,2.54e-08,-3.9e-08,0.036891459
76.12222123146057,1.272e-07,2.34e-07,0.037279429
77.20543789863586,2.544e-07,2.6e-08,0.037667608
78.257648229599,1.781e-07,6.5e-08,0.038063441
79.30885863304138,1.272e-07,-1.95e-07,0.038441796
80.36506986618042,1.526e-07,9.1e-08,0.038811424
