Time,Current,Ground,Voltage
1.4061408042907715,0.0007133566,1.69e-07,5.2e-07
2.7992799282073975,0.0007226205,-9.1e-08,7.02e-07
4.1554155349731445,0.0007246224,-2.08e-07,6.63e-07
5.506550550460815,0.0007253397,-1.3e-08,3.12e-07
6.859685897827148,0.0007257212,3.51e-07,4.81e-07
8.224822521209717,0.00072565,4.42e-07,9.75e-07
9.607960939407349,0.0007258713,1.3e-07,4.68e-07
10.964096307754517,0.0007262706,3.64e-07,5.98e-07
12.320232152938843,0.0007258789,0.0,1.56e-07
13.677367687225342,0.0007258331,1.43e-07,7.02e-07
15.039504051208496,0.0007258001,9.1e-08,4.29e-07
16.396639585494995,0.0007258102,-1.04e-07,4.81e-07
17.747774839401245,0.0007258535,0.0,7.8e-08
19.103910207748413,0.0007258408,4.42e-07,2.08e-07
20.4670467376709,0.000725823,1.3e-07,3.77e-07
21.824182271957397,0.0007258255,-1.17e-07,1.43e-07
23.181318044662476,0.0007257899,1.3e-07,1.56e-07
24.538453817367554,0.0007256653,4.29e-07,5.33e-07
25.888588666915894,0.0007257238,2.73e-07,4.42e-07
27.254725456237793,0.0007255711,2.86e-07,5.59e-07
28.608860731124878,0.0007256576,2.86e-07,6.5e-07
29.962996006011963,0.0007255126,1.56e-07,2.21e-07
31.313131093978882,0.000725533,-2.6e-08,4.68e-07
32.67826771736145,0.0007253778,-9.1e-08,4.55e-07
34.03840374946594,0.0007253905,2.21e-07,3.12e-07
35.391539096832275,0.0007253219,-1.3e-07,5.98e-07
36.740673780441284,0.0007252456,1.82e-07,6.37e-07
38.10481023788452,0.0007249301,-4.81e-07,-1.3e-07
39.46094584465027,0.0007250344,1.43e-07,7.41e-07
40.81508135795593,0.0007249047,2.73e-07,2.47e-07
42.17221689224243,0.0007248945,2.86e-07,1.56e-07
43.53635334968567,0.0007246732,-1.3e-07,9.49e-07
44.89348888397217,0.000724719,2.21e-07,5.59e-07
46.24562406539917,0.0007246147,2.21e-07,6.37e-07
47.600759744644165,0.0007245054,3.51e-07,5.33e-07
48.966896295547485,0.0007243883,-2.6e-08,3.64e-07
50.32303190231323,0.0007243629,4.16e-07,5.72e-07
51.67916750907898,0.0007242332,-4.55e-07,7.41e-07
53.0453040599823,0.0007241518,-1.17e-07,3.77e-07
54.40944051742554,0.0007239661,2.6e-08,2.34e-07
55.76457619667053,0.0007239636,3.12e-07,1.69e-07
57.12671208381653,0.0007237346,-1.82e-07,6.76e-07
58.48084783554077,0.0007236583,0.0,6.5e-07
59.8439838886261,0.000723582,2.47e-07,4.42e-07
61.21112084388733,0.0007235718,3.25e-07,2.86e-07
62.565256118774414,0.0007236227,-1.3e-08,2.73e-07
63.9193913936615,0.0007235515,0.0,4.16e-07
65.26952648162842,0.0007235515,-6.5e-08,1.43e-07
66.63366293907166,0.0007233785,-2.86e-07,5.07e-07
