Time,Current,TEG2,TEG1,Supply_voltage,Cell_voltage
16277.572037935257,0.0029554542,6.5084e-05,0.000148216,1.0237973,1.0237846
16279.03412604332,0.0029555288,6.6205e-05,0.000148714,1.0238482,1.0237973
16280.504214286804,0.0029555039,6.7493e-05,0.000149096,1.0238228,1.0237719
16281.940300941467,0.0029552551,6.8729e-05,0.00015009,1.0237973,1.0237719
16283.411388874054,0.00295528,6.9813e-05,0.000150422,1.0237719,1.0237719
16284.850475788116,0.00295528,7.0922e-05,0.000151033,1.0237973,1.0237592
16286.320564031601,0.0029550062,7.1967e-05,0.000151543,1.0237338,1.0237719
16287.770651340485,0.0029552302,7.2821e-05,0.000152487,1.0237592,1.0237465
16289.222738981247,0.0029553795,7.3675e-05,0.000153328,1.0237465,1.0237592
16290.670825958252,0.0029554542,7.5255e-05,0.000153646,1.0237592,1.0237846
16292.120913267136,0.00295528,7.5829e-05,0.000154781,1.0237465,1.0237846
16293.591002464294,0.00295528,7.6925e-05,0.000156374,1.0237592,1.0238101
16295.03108906746,0.0029554044,7.8098e-05,0.000157254,1.0237592,1.0237719
16296.471175670624,0.0029553297,7.8748e-05,0.000157815,1.0238101,1.0238228
16297.921262741089,0.0029555288,8.0188e-05,0.000158567,1.0237846,1.0237973
16299.372349739075,0.0029553546,8.1769e-05,0.000159089,1.0237973,1.0238228
16300.822437286377,0.0029553297,8.2763e-05,0.000160058,1.0238609,1.0237719
16302.256523370743,0.0029552551,8.3961e-05,0.000160976,1.0237973,1.0237973
16303.732612848282,0.0029557528,8.5465e-05,0.00016174,1.0238609,1.0238228
16305.192700624466,0.0029554044,8.637e-05,0.000162034,1.0238228,1.0238228
16306.656789064407,0.0029556035,8.7301e-05,0.0001629,1.0238736,1.0238355
16308.11187696457,0.0029556035,8.8397e-05,0.000163754,1.0238482,1.0238482
16309.563964128494,0.0029556781,8.9723e-05,0.000164137,1.0238355,1.0238482
16311.00405049324,0.0029555537,9.0233e-05,0.000164761,1.0238482,1.0238736
16312.463138341904,0.0029554791,9.1074e-05,0.00016596,1.0238863,1.0238228
16313.934226751328,0.0029555039,9.2578e-05,0.000166571,1.0238863,1.0237973
16315.382313966751,0.002955703,9.2846e-05,0.0001674,1.0238736,1.0238482
16316.843401432037,0.0029554791,9.4171e-05,0.00016819,1.0238736,1.0238609
16318.2824883461,0.0029556035,9.5267e-05,0.000168828,1.0238101,1.0238863
16319.733575582504,0.0029553795,9.6083e-05,0.00016921,1.0239245,1.0238228
16321.18466258049,0.0029552551,9.6402e-05,0.000169363,1.0238482,1.0238609
16322.636749744415,0.0029553546,9.7524e-05,0.000169376,1.0238228,1.0238736
16324.103837966919,0.0029555288,9.8161e-05,0.000169541,1.0238355,1.0238482
16325.533923864365,0.0029556035,9.9168e-05,0.000170293,1.0238609,1.0237719
16327.004012346268,0.0029554542,9.9754e-05,0.000170395,1.0238101,1.0238228
16328.424097537994,0.0029554044,0.000100264,0.000170765,1.0238355,1.0238101
16329.884185552597,0.0029553546,0.000101042,0.000171364,1.0238101,1.0237973
16331.346273422241,0.0029554293,0.000101144,0.000172244,1.0238355,1.0238228
16332.784360647202,0.0029553795,0.000101832,0.000171823,1.0238355,1.0237973
16334.254448890686,0.0029555288,0.000102138,0.000171874,1.0238101,1.0238609
16335.69453573227,0.0029553546,0.000102202,0.000172397,1.0238355,1.0238609
16337.154623508453,0.0029554293,0.000103119,0.000172855,1.0238482,1.0238863
16338.594710350037,0.0029556532,0.000103667,0.000172473,1.0238736,1.0238355
16340.054797887802,0.0029555537,0.000103578,0.000172205,1.0238355,1.0238355
16341.497884511948,0.0029556284,0.000103502,0.000172486,1.0238609,1.0238609
16342.937971115112,0.0029553297,0.000103731,0.000171938,1.0239118,1.0238228
16344.411059617996,0.0029554542,0.000103769,0.000171441,1.0238991,1.0238609
16345.855146408081,0.0029555039,0.000103272,0.000172218,1.0238482,1.0238482
16347.311233758926,0.0029555039,0.000103973,0.00017181,1.0238609,1.0238609
16348.755320549011,0.0029555039,0.000103629,0.000171912,1.0238101,1.0238609
16350.217408895493,0.0029553795,0.000104177,0.000171492,1.0238482,1.0238482
16351.665496110916,0.0029556532,0.000103922,0.000171428,1.0238736,1.0238609
16353.119584321976,0.0029556284,0.000104241,0.000171122,1.0238736,1.0238863
16354.585672616959,0.0029556532,0.000104521,0.000170829,1.0238863,1.0238736
16356.026758909225,0.0029556532,0.000104254,0.000170268,1.0238609,1.0238863
16357.505848169327,0.0029554542,0.00010484,0.000170038,1.0238863,1.0238609
16358.946934700012,0.002955703,0.000104789,0.000170064,1.0238991,1.0239118
16360.396021842957,0.0029555537,0.000104815,0.000169924,1.0238863,1.0238991
16361.857109546661,0.0029554542,0.000105019,0.00017,1.0238863,1.0239245
16363.318197965622,0.0029555039,0.000105019,0.000169694,1.0238736,1.0238482
16364.779285907745,0.002955703,0.000105503,0.000169975,1.0238736,1.0238736
16366.21637225151,0.0029556035,0.000105707,0.000169949,1.0238482,1.0238482
16367.687460660934,0.0029557777,0.000105962,0.000170306,1.0238736,1.0238863
16369.127547502518,0.0029554044,0.000106612,0.000170434,1.0238863,1.0238482
16370.598635673523,0.0029554542,0.00010679,0.000170892,1.0238736,1.0238863
16372.038722276688,0.002955703,0.000107109,0.000171568,1.0238863,1.0238863
16373.478808879852,0.0029557279,0.0001073,0.000172078,1.0239245,1.0238863
16374.946897268295,0.0029557279,0.000107823,0.00017255,1.0238863,1.0238991
16376.386983633041,0.002955703,0.000107912,0.000173059,1.0238736,1.0239118
16377.858072280884,0.0029555537,0.000108447,0.000173506,1.0238863,1.0238609
16379.31815981865,0.0029557777,0.000109187,0.000174372,1.0238609,1.0238609
16380.771247625351,0.0029556781,0.000109939,0.000174857,1.0239372,1.0239245
16382.201333522797,0.0029556284,0.000110767,0.000175468,1.0239118,1.0239372
16383.6684217453,0.0029556035,0.000111468,0.000176144,1.0238736,1.0238991
16385.118508815765,0.0029555786,0.000112246,0.000176424,1.0239118,1.0239245
16386.58859729767,0.002955703,0.00011273,0.000177393,1.0239499,1.0238863
16388.08868741989,0.0029555786,0.000114247,0.000177941,1.0238991,1.0238863
16389.548775196075,0.0029558026,0.000115076,0.000178732,1.0238991,1.0238609
16391.00886297226,0.0029556284,0.000116121,0.000180146,1.0239245,1.0238991
16392.438949108124,0.0029556284,0.000117166,0.000181102,1.0239245,1.0239118
16393.906037807465,0.0029558523,0.000117905,0.000182237,1.0239118,1.0238863
16395.33912396431,0.0029556781,0.000119269,0.000183027,1.0239372,1.0238863
16396.799211740494,0.0029556284,0.000119664,0.000184034,1.0239372,1.0239118
16398.260299682617,0.0029556532,0.000120939,0.000185347,1.0239245,1.0238482
16399.687386512756,0.0029558274,0.000121729,0.000186035,1.0239245,1.0238228
16401.137473344803,0.0029554542,0.000122252,0.000187132,1.0238482,1.0238991
16402.590561151505,0.0029558772,0.000123769,0.000187259,1.0238991,1.0238609
16404.05264878273,0.0029556532,0.000124623,0.000188113,1.0239245,1.0238991
16405.499735832214,0.0029556035,0.000125082,0.000188508,1.0238863,1.0238863
16406.94182252884,0.0029556035,0.000125655,0.000188929,1.0239118,1.0239118
16408.39591050148,0.002955703,0.000126611,0.0001894,1.0238736,1.0238863
16409.836997032166,0.0029557528,0.000127274,0.000189783,1.0239245,1.0239118
16411.30108475685,0.0029556781,0.000127899,0.000189158,1.0238482,1.0238991
16412.72917199135,0.0029555537,0.000128192,0.000189273,1.0238991,1.0239118
16414.17125892639,0.0029556035,0.000129007,0.000188954,1.0238991,1.0238863
16415.631346702576,0.0029556284,0.000129683,0.000189184,1.0238991,1.0238991
16417.081434249878,0.0029556035,0.000129951,0.000188368,1.0238991,1.0239245
16418.551522254944,0.0029556035,0.000130295,0.000188814,1.0239245,1.0238863
16419.990608930588,0.0029558523,0.000130104,0.00018847,1.0239118,1.0239245
16421.450696468353,0.002955703,0.000130078,0.00018926,1.0238863,1.0238991
16422.89878487587,0.0029557777,0.000130142,0.000189617,1.0238863,1.0238355
16424.348871946335,0.0029556284,0.000130894,0.000189196,1.0239372,1.0239245
16425.793959856033,0.0029554542,0.000130766,0.00018949,1.0239499,1.0239372
16427.273048639297,0.0029557528,0.000130983,0.000189579,1.0239372,1.0239372
16428.72313594818,0.0029555537,0.000131034,0.000189133,1.0238863,1.0238991
16430.163222551346,0.0029557528,0.000130958,0.000189541,1.0238991,1.0239118
16431.615310192108,0.0029556035,0.000130524,0.000189745,1.0239372,1.0239245
16433.076397895813,0.0029556284,0.000130945,0.000190509,1.0238863,1.0238991
16434.535485744476,0.0029556035,0.00013083,0.000190624,1.0238863,1.0239245
16435.985572576523,0.0029555786,0.000130843,0.000191249,1.0239754,1.0239118
